District,Project Name,Promoter Name,Certificate No.
Thiruvananthapuram,ARTECH SREYA,ARTECH REALTORS PRIVATE LIMITED,K-RERA/PRJ/TVM/094/2023
Thiruvananthapuram,CHEVRON EASTWIND,Chevron Builders and Realtors Private Limited,K-RERA/PRJ/TVM/092/2023
Thiruvananthapuram,CORDIAL DEV,CORDIAL HOMES PVT LTD,K-RERA/PRJ/TVM/086/2023
Thiruvananthapuram,ARTECH MARVEL,ARTECH REALTORS PRIVATE LIMITED,K-RERA/PRJ/TVM/069/2023
Thiruvananthapuram,ASSET TAURUS IDENTITY,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/TVM/057/2023
Thiruvananthapuram,Raja Park's CASA NUEVA,CASA NUEVA VILLAS LLP,K-RERA/PRJ/TVM/056/2023
Thiruvananthapuram,CORDIAL DEEPAM,CORDIAL HOMES PVT LTD,K-RERA/PRJ/TVM/050/2023
Thiruvananthapuram,Dwarakamayi,SUNIL P CHANDRAN,K-RERA/PRJ/TVM/048/2023
Thiruvananthapuram,EVERGREENS,Chothy's Building Promoters Pvt Ltd,K-RERA/PRJ/TVM/045/2023
Thiruvananthapuram,Royal View,Biju K Skaria,K-RERA/PRJ/TVM/042/2023
Thiruvananthapuram,Aroma High Bloom,AROMA INTERNATIONAL BUILDING CONTRACTING INDIA PVT LTD,K-RERA/PRJ/TVM/035/2023
Thiruvananthapuram,Kalyan Horizon,Kalyan Developers,K-RERA/PRJ/TVM/033/2023
Thiruvananthapuram,USHAKIRAN,GANGOTHRI BUILDERS AND DEVELOPERS,K-RERA/PRJ/TVM/026/2023
Thiruvananthapuram,VICTORIA REALTORS PRANAVAM,DHARMIC LIVING PVT LTD,K-RERA/PRJ/TVM/017/2023
Thiruvananthapuram,CONFIDENT PIONEER,Confident Projects Residential,K-RERA/PRJ/TVM/015/2023
Thiruvananthapuram,Prakriti,Promag Realtors & Developers Pvt Ltd,K-RERA/PRJ/TVM/010/2023
Thiruvananthapuram,PARKA LUXNOVA,PARKA HOMES PRIVATE LIMITED,K-RERA/PRJ/TVM/008/2023
Thiruvananthapuram,ARCON ANANT,ARCON HOME DEVELOPERS PVT LTD,K-RERA/PRJ/TVM/005/2023
Thiruvananthapuram,THE LAURELS BY FAVOURITE HOMES,FAVOURITE CONSTRUCTIONS PRIVATE LIMITED,K-RERA/PRJ/TVM/004/2023
Thiruvananthapuram,GALAXY POWDIKONAM,MIDHUN MARKOSE BUILDERS AND DEVELOPERS INDIA PVT LTD,K-RERA/PRJ/TVM/213/2022
Thiruvananthapuram,Skyland,Praveen Kumar P,K-RERA/PRJ/TVM/209/2022
Thiruvananthapuram,NAKSHATRA PRAVASI,MIDHUN MARKOSE BUILDERS AND DEVELOPERS INDIA PVT LTD,K-RERA/PRJ/TVM/207/2022
Thiruvananthapuram,SERENE PARK VILLA,GOPAKUMAR BALAKRISHNAN NAIR,K-RERA/PRJ/TVM/196/2022
Thiruvananthapuram,The Square,Chothy's Building Promoters Pvt Ltd,K-RERA/PRJ/TVM/195/2022
Thiruvananthapuram,Urbanscape Solitaire,Urbanscape Properties LLP,K-RERA/PRJ/TVM/192/2022
Thiruvananthapuram,SFS RHYTHM,SKYLINE FOUNDATIONS AND STRUCTURES PRIVATE LIMITED,K-RERA/PRJ/TVM/191/2022
Thiruvananthapuram,GIE Grand Asteria,Great India Estates Private Limited,K-RERA/PRJ/208/2021
Thiruvananthapuram,Aero Homes,Kerala HealthCare P Ltd,K-RERA/PRJ/TVM/173/2022
Thiruvananthapuram,Vattapara Green woods,JOSH KURIAKOSE,K-RERA/PRJ/TVM/168/2022
Thiruvananthapuram,THE SPRING DALE BY FAVOURITE HOMES,FAVOURITE CONSTRUCTIONS PRIVATE LIMITED,K-RERA/PRJ/TVM/166/2022
Thiruvananthapuram,ARCON ELITE,ARCON HOME BUILDERS PRIVATE LIMITED,K-RERA/PRJ/TVM/161/2022
Thiruvananthapuram,CHEVRON BROOKVILLE,Chevron Builders and Realtors Private Limited,K-RERA/PRJ/TVM/158/2022
Thiruvananthapuram,SHANOOR CYBER CLOUD,SHANOOR PROJECTS AND REALTORS PVT LTD,K-RERA/PRJ/TVM/157/2022
Thiruvananthapuram,CORDIAL BHARATHI,CORDIAL FOUNDATION PVT LTD,K-RERA/PRJ/TVM/156/2022
Thiruvananthapuram,ARTECH FLORENZA,ARTECH REALTORS PRIVATE LIMITED,K-RERA/PRJ/TVM/154/2022
Thiruvananthapuram,STORIES IN THE SKY,ICLOUD HOMES PRIVATE LIMITED,K-RERA/PRJ/TVM/153/2022
Thiruvananthapuram,ASSET CANZARA,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/TVM/152/2022
Thiruvananthapuram,ARTECH FUTURA,ARTECH REALTORS PRIVATE LIMITED,K-RERA/PRJ/TVM/151/2022
Thiruvananthapuram,Leela Madhavam Legacy by SI Property,SI Property Kerala Private Limited,K-RERA/PRJ/TVM/148/2022
Thiruvananthapuram,THE TECH SQUARE BY FAVOURITE HOMES,FAVOURITE CONSTRUCTIONS PRIVATE LIMITED,K-RERA/PRJ/TVM/145/2022
Thiruvananthapuram,SOBHA MEADOWS WHISPERING HILL,SOBHA LIMITED,K-RERA/PRJ/TVM/142/2022
Thiruvananthapuram,VFIVE LIFE,VFIVE HOMES PRIVATE LIMITED,K-RERA/PRJ/TVM/133/2022
Thiruvananthapuram,KSHB NEELAMBARI AMBALANAGAR APARTMENTS,KEERALA STATE HOUSING BOARD,K-RERA/PRJ/TVM/132/2022
Thiruvananthapuram,ANTA - PALACE AVENUE,ANTA BUILDERS & DEVELOPERS PVT LTD,K-RERA/PRJ/TVM/130/2022
Thiruvananthapuram,ARTECH EMPIRE,ARTECH REALTORS PRIVATE LIMITED,K-RERA/PRJ/TVM/126/2022
Thiruvananthapuram,CORDIAL LAYAM,CORDIAL HOMES PVT LTD,K-RERA/PRJ/TVM/124/2022
Thiruvananthapuram,MISTY ORCHIDS,Malabar Developers Private Limited,K-RERA/PRJ/TVM/123/2022
Thiruvananthapuram,NSD FERNTREE HEIGHTS,FTH OWNERS ASSOCIATION,K-RERA/PRJ/332/2020
Thiruvananthapuram,ALLURE,MIDHUN MARKOSE BUILDERS AND DEVELOPERS INDIA PVT LTD,K-RERA/PRJ/040/2021
Thiruvananthapuram,ARTECH PANORAMA,ARTECH REALTORS PRIVATE LIMITED,K-RERA/PRJ/TVM/121/2022
Thiruvananthapuram,THE HAVENS,BUILDOWN DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/TVM/106/2022
Thiruvananthapuram,CREATIONS NEIL CASTLE,CREATIONS VILLAS & APARTMENTS PRIVATE LIMITED,K-RERA/PRJ/TVM/104/2022
Thiruvananthapuram,VARMA SREEKARYAM,VARMA HOMES PRIVATE LIMITED,K-RERA/PRJ/TVM/101/2022
Thiruvananthapuram,CORDIAL PARADISE,CORDIAL HOMES PVT LTD,K-RERA/PRJ/TVM/099/2022
Thiruvananthapuram,VISTA RIO,KSEB OFFICERS HOUSE CONSTRUCTION COOPERATIVE SOCIETY,K-RERA/PRJ/TVM/098/2022
Thiruvananthapuram,CONFIDENT OASIS,Confident Projects Residential,K-RERA/PRJ/TVM/097/2022
Thiruvananthapuram,CONFIDENT AVIOR,Confident Projects India Pvt Ltd,K-RERA/PRJ/TVM/096/2022
Thiruvananthapuram,Dasco Royal Valley Phase 3,Mahesh Ayanimoodu Vijayan,K-RERA/PRJ/TVM/095/2022
Thiruvananthapuram,greenest ONE,GREENEST BUILDINGS AND BUSINESS PRIVATE LIMITED,K-RERA/PRJ/TVM/092/2022
Thiruvananthapuram,DD HIPPODROME,DESAI HOMES,K-RERA/PRJ/TVM/088/2022
Thiruvananthapuram,Sowparnika ISTA,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/TVM/087/2022
Thiruvananthapuram,ARCON EXOTICA,ARCON HOME BUILDERS PRIVATE LIMITED,K-RERA/PRJ/TVM/085/2022
Thiruvananthapuram,ARTECH LUXUS,ARTECH REALTORS PRIVATE LIMITED,K-RERA/PRJ/TVM/077/2022
Thiruvananthapuram,VARMA SUBURBAN,VARMA HOMES PRIVATE LIMITED,K-RERA/PRJ/TVM/076/2022
Thiruvananthapuram,PARADISE Phase -II,PNR HOMES PRIVATE LIMITED,K-RERA/PRJ/TVM/074/2022
Thiruvananthapuram,SFS AMBER,SKYLINE FOUNDATIONS AND STRUCTURES PRIVATE LIMITED,K-RERA/PRJ/TVM/067/2022
Thiruvananthapuram,Cordial i-Nest,Cordial Properties India Pvt Ltd,K-RERA/PRJ/TVM/066/2022
Thiruvananthapuram,SANROYAL CHANAKYA,SANROYAL BUILDERS AND CONTRACTORS PVT LTD,K-RERA/PRJ/TVM/064/2022
Thiruvananthapuram,Sowparnika Promenade Square,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/TVM/063/2022
Thiruvananthapuram,The Address UPTOWN,The Address Builders Pvt Ltd,K-RERA/PRJ/TVM/062/2022
Thiruvananthapuram,Aroma By the Cliff,AROMA INTERNATIONAL BUILDING CONTRACTING INDIA PVT LTD,K-RERA/PRJ/TVM/057/2022
Thiruvananthapuram,AI BY SREEDHANYA,Sree Dhanya Homes Pvt ltd,K-RERA/PRJ/TVM/054/2022
Thiruvananthapuram,Anklets By Sree Dhanya,Sree Dhanya Homes Pvt ltd,K-RERA/PRJ/TVM/053/2022
Thiruvananthapuram,Graffiti By Sree Dhanya,Sree Dhanya Homes Pvt ltd,K-RERA/PRJ/TVM/052/2022
Thiruvananthapuram,ECLAT TOWER,Nizwa Property Developers,K-RERA/PRJ/TVM/051/2022
Thiruvananthapuram,Sowparnika Highlands,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/TVM/050/2022
Thiruvananthapuram,KBD Daffodils,KERATECH BUILDERS AND DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/TVM/049/2022
Thiruvananthapuram,Sowparnika Sandal Tower,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/TVM/045/2022
Thiruvananthapuram,Sowparnika Sandal Tower,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/TVM/045/2022
Thiruvananthapuram,Sowparnika Sandal Tower,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/TVM/045/2022
Thiruvananthapuram,SNR SHASTHA,SNR BUILDERS,K-RERA/PRJ/TVM/044/2022
Thiruvananthapuram,Sparrow Paradisia,Sparrow Construction Management and Consultancy,K-RERA/PRJ/TVM/038/2022
Thiruvananthapuram,PRS Ramsaras,P R S Builders,K-RERA/PRJ/TVM/037/2022
Thiruvananthapuram,DEODATE PRAYAGA,DEODATE ENVIRONMENTAL HOMES PVT LTD,K-RERA/PRJ/202/2021
Thiruvananthapuram,Sowparnika River View Gardens Phase 1,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/009/2022
Thiruvananthapuram,Sowparnika River View Gardens Phase 1,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/009/2022
Thiruvananthapuram,Heather ENTICE,Heather Homes Private Limited,K-RERA/PRJ/TVM/036/2022
Thiruvananthapuram,ANTA - HILL TREE,ANTA BUILDERS & DEVELOPERS PVT LTD,K-RERA/PRJ/TVM/035/2022
Thiruvananthapuram,SANROYAL ROSCARA,SANROYAL BUILDERS AND CONTRACTORS PVT LTD,K-RERA/PRJ/337/2020
Thiruvananthapuram,SANROYAL ADONIA,SANROYAL BUILDERS AND CONTRACTORS PVT LTD,K-RERA/PRJ/032/2020
Thiruvananthapuram,AMBADI,G D FOUNDATIONS,K-RERA/PRJ/210/2020
Thiruvananthapuram,Sun and Sands,NEW CHALAI AGENCIES,K-RERA/PRJ/149/2021
Thiruvananthapuram,GRAND RIVIERA,OSKO BUILDERS INDIA PRIVATE LIMITED,K-RERA/PRJ/173/2021
Thiruvananthapuram,GIE ROYAL ORCHID,Great India Estates Private Limited,K-RERA/PRJ/144/2021
Thiruvananthapuram,THE PARK BY FAVOURITE HOMES,FAVOURITE CONSTRUCTIONS PRIVATE LIMITED,K-RERA/PRJ/005/2022
Thiruvananthapuram,The Maker Cacion,Mahesh Pillai,K-RERA/PRJ/082/2021
Thiruvananthapuram,THE PETALS VILLAS BY FAVOURITE HOMES,FAVOURITE CONSTRUCTIONS PRIVATE LIMITED,K-RERA/PRJ/151/2021
Thiruvananthapuram,IMPACT MILESTONE,ROBINSON PROPERTIES INTERNATIONAL PVT LTD,K-RERA/PRJ/333/2020
Thiruvananthapuram,IHDC HASHYS,INDIRA HOME DEVELOPERS AND CONTRACTORS LLP,K-RERA/PRJ/TVM/018/2022
Thiruvananthapuram,THE MAPLE BAY BY FAVOURITE HOMES,FAVOURITE CONSTRUCTIONS PRIVATE LIMITED,K-RERA/PRJ/TVM/017/2022
Thiruvananthapuram,SILVER CASTLE SPRINGS,Silver Castle Construction Company Pvt Ltd,K-RERA/PRJ/079/2020
Thiruvananthapuram,SOWPARNIKA RIVER VIEW GARDENS PHASE 3,Sowparnika Projects,K-RERA/PRJ/141/2021
Thiruvananthapuram,SOWPARNIKA RIVER VIEW GARDENS PHASE 3,Sowparnika Projects,K-RERA/PRJ/141/2021
Thiruvananthapuram,SHANOOR ORANGE WOODS,SHANOOR PROJECTS AND REALTORS PVT LTD,K-RERA/PRJ/TVM/013/2022
Thiruvananthapuram,SANROYAL SANETA,SANROYAL BUILDERS AND CONTRACTORS PVT LTD,K-RERA/PRJ/TVM/012/2022
Thiruvananthapuram,THE GARDEN COURT BY FAVOURITE VALUE PLUS,FAVOURITE CONSTRUCTIONS PRIVATE LIMITED,K-RERA/PRJ/TVM/006/2022
Thiruvananthapuram,PSD Himam,PETER SUNDER DHAS,K-RERA/PRJ/TVM/005/2022
Thiruvananthapuram,SANROYAL ASTORIA,SANROYAL BUILDERS AND CONTRACTORS PVT LTD,K-RERA/PRJ/176/2021
Thiruvananthapuram,MARUTHAM CREST ONE35,MARUTHAM APPARTMENT,K-RERA/PRJ/TVM/086/2021
Thiruvananthapuram,Levita Sapphire,Levita Builders and Developers Private Limited,K-RERA/PRJ/169/2021
Thiruvananthapuram,ORCHID SPRINGS,Malabar Developers Private Limited,K-RERA/PRJ/063/2021
Thiruvananthapuram,THE UPTOWN BY INDROYAL,INDROYAL PROPERTIES PRIVATE LIMITED,K-RERA/PRJ/052/2021
Thiruvananthapuram,SUN ELECASA,SUN PROJECTS INDIA PRIVATE LIMITED,K-RERA/PRJ/186/2021
Thiruvananthapuram,Sowparnika YARA,Sowparnika Supertech pvt Ltd,K-RERA/PRJ/TVM/073/2021
Thiruvananthapuram,CONDOR PRIMROSE,CONDOR BUILDERS PVT LTD,K-RERA/PRJ/TVM/069/2021
Thiruvananthapuram,ROME BY SREE DHANYA,Sree Dhanya Homes Pvt ltd,K-RERA/PRJ/TVM/068/2021
Thiruvananthapuram,THE LANTERN BY FAVOURITE HOMES,FAVOURITE CONSTRUCTIONS PRIVATE LIMITED,K-RERA/PRJ/TVM/067/2021
Thiruvananthapuram,VFIVE ELYSIUM PHASE II,VFIVE HOMES PRIVATE LIMITED,K-RERA/PRJ/138/2020
Thiruvananthapuram,SHANOOR TECH MERIDIAN,SHANOOR PROJECTS AND REALTORS PVT LTD,K-RERA/PRJ/TVM/057/2021
Thiruvananthapuram,SFS ORCHARD,SKYLINE FOUNDATIONS AND STRUCTURES PRIVATE LIMITED,K-RERA/PRJ/TVM/056/2021
Thiruvananthapuram,PRITHVI,Prime Property Developers,K-RERA/PRJ/TVM/055/2021
Thiruvananthapuram,THE ELITE,Chothy's Building Promoters Pvt Ltd,K-RERA/PRJ/113/2021
Thiruvananthapuram,DEODATE SKYPARK,DEODATE ENVIRONMENTAL HOMES PVT LTD,K-RERA/PRJ/TVM/049/2021
Thiruvananthapuram,POWERLINK SHYAMAMOHANAM,Powerlink Builders Pvt Ltd,K-RERA/PRJ/154/2021
Thiruvananthapuram,VFIVE PEARL,VFIVE HOMES PRIVATE LIMITED,K-RERA/PRJ/072/2020
Thiruvananthapuram,HEATHER GREENAGE,Heather Infrastructure Private Limited,K-RERA/PRJ/051/2021
Thiruvananthapuram,POWERLINK HILARY,Powerlink Builders Pvt Ltd,K-RERA/PRJ/123/2020
Thiruvananthapuram,Adonai Majesty,Adonai Shelters Pvt Ltd,K-RERA/PRJ/311/2020
Thiruvananthapuram,DD JAL DARSHAN,Desai Rachana Private Limited,K-RERA/PRJ/TVM/048/2021
Thiruvananthapuram,ANTA - TROPICALIA,ANTA BUILDERS & DEVELOPERS PVT LTD,K-RERA/PRJ/TVM/047/2021
Thiruvananthapuram,Sowparnika River View Gardens Phase 2,Sowparnika Projects,K-RERA/PRJ/146/2021
Thiruvananthapuram,Sowparnika River View Gardens Phase 2,Sowparnika Projects,K-RERA/PRJ/146/2021
Thiruvananthapuram,SOWPARNIKA RIVER VIEW GARDENS PHASE 4,Sowparnika Projects,K-RERA/PRJ/185/2021
Thiruvananthapuram,SOWPARNIKA RIVER VIEW GARDENS PHASE 4,Sowparnika Projects,K-RERA/PRJ/185/2021
Thiruvananthapuram,CONFIDENT HORIZON,Confident Projects Residential,K-RERA/PRJ/TVM/046/2021
Thiruvananthapuram,WINDS OF CHANGE,ICLOUD HOMES PRIVATE LIMITED,K-RERA/PRJ/182/2021
Thiruvananthapuram,THE 44 CLUB,ICLOUD HOMES PRIVATE LIMITED,K-RERA/PRJ/183/2021
Thiruvananthapuram,Urbanscape Dynasty,Urbanscape Properties LLP,K-RERA/PRJ/110/2021
Thiruvananthapuram,PARADISE,PNR HOMES PRIVATE LIMITED,K-RERA/PRJ/TVM/040/2021
Thiruvananthapuram,Kalyan Centrum,Kalyan Developers,K-RERA/PRJ/049/2021
Thiruvananthapuram,Urbanscape Glory,Urbanscape Properties LLP,K-RERA/PRJ/063/2020
Thiruvananthapuram,PRS PARAM RATNA,PRS BUILD INDIA PRIVATE LIMITED,K-RERA/PRJ/286/2020
Thiruvananthapuram,VFIVE MIDCITY,VFIVE HOMES PRIVATE LIMITED,K-RERA/PRJ/043/2021
Thiruvananthapuram,ARTECH LIFESPACES,ARTECH REALTORS PRIVATE LIMITED,K-RERA/PRJ/004/2020
Thiruvananthapuram,RED ORCHID,Malabar Developers Private Limited,K-RERA/PRJ/164/2020
Thiruvananthapuram,SILVER SPRING,PNR HOMES PRIVATE LIMITED,K-RERA/PRJ/TVM/033/2021
Thiruvananthapuram,MYS JEWEL,MYS CONSTRUCTIONS,K-RERA/PRJ/158/2021
Thiruvananthapuram,SPACE RUBY MANSION,SOBHA PARVATHY AJITH CONSULTANT ENGINEERS AND BUILDERS Pvt Ltd,K-RERA/PRJ/073/2021
Thiruvananthapuram,SPACE RUBY MANSION,SOBHA PARVATHY AJITH CONSULTANT ENGINEERS AND BUILDERS Pvt Ltd,K-RERA/PRJ/073/2021
Thiruvananthapuram,ARYA,Chothy's Building Promoters Pvt Ltd,K-RERA/PRJ/054/2020
Thiruvananthapuram,VFIVE DEEPAM,VFIVE HOMES PRIVATE LIMITED,K-RERA/PRJ/346/2020
Thiruvananthapuram,ANTA - ICON,ANTA BUILDERS & DEVELOPERS PVT LTD,K-RERA/PRJ/TVM/032/2021
Thiruvananthapuram,Nikunjam Tharangini,Nikunjam Constructions Private Limited,K-RERA/PRJ/003/2020
Thiruvananthapuram,VFIVE AMRUTHA,VFIVE HOMES PRIVATE LIMITED,K-RERA/PRJ/345/2020
Thiruvananthapuram,MANSIONS SKYLUXE,MANSIONS,K-RERA/PRJ/084/2020
Thiruvananthapuram,REGALIA APARTMENT,KSATHEESAN REALTORS PRIVATE LIMITED,K-RERA/PRJ/296/2020
Thiruvananthapuram,ARTECH RAINFOREST,ARTECH REALTORS PRIVATE LIMITED,K-RERA/PRJ/270/2020
Thiruvananthapuram,THE VINTAGE BY FAVOURITE HOMES,FAVOURITE CONSTRUCTIONS PRIVATE LIMITED,K-RERA/PRJ/021/2020
Thiruvananthapuram,Kalyan Gateway,Kalyan Developers,K-RERA/PRJ/055/2020
Thiruvananthapuram,CORDON TRINITY,CORDON CONSTRUCTORS & REALTORS Pvt Ltd,K-RERA/PRJ/005/2021
Thiruvananthapuram,SOWPARNIKA BHAVANI,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/103/2021
Thiruvananthapuram,SOWPARNIKA RIVER VIEW GARDENS PHASE 5,Sowparnika Projects,K-RERA/PRJ/147/2021
Thiruvananthapuram,SOWPARNIKA RIVER VIEW GARDENS PHASE 5,Sowparnika Projects,K-RERA/PRJ/147/2021
Thiruvananthapuram,VFIVE ELYSIUM PHASE 1,VFIVE HOMES PRIVATE LIMITED,K-RERA/PRJ/290/2020
Thiruvananthapuram,POWERLINK GRAND HILLS,Powerlink Builders Pvt Ltd,K-RERA/PRJ/330/2020
Thiruvananthapuram,SOWPARNIKA SEYCHELLES,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/036/2021
Thiruvananthapuram,SOWPARNIKA SEYCHELLES,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/036/2021
Thiruvananthapuram,SOWPARNIKA GRAND SQUARE,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/361/2020
Thiruvananthapuram,SOWPARNIKA GRAND SQUARE,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/361/2020
Thiruvananthapuram,CORDIAL MAGNOLIA,CORDIAL DEVELOPERS PVT LTD,K-RERA/PRJ/096/2021
Thiruvananthapuram,GREEN VIEWS,Chothy's Building Promoters Pvt Ltd,K-RERA/PRJ/116/2020
Thiruvananthapuram,JOS ALUKKAS GOLDEN ARK,ALUKKAS REALTORS INDIA PVT LITD,K-RERA/PRJ/065/2021
Thiruvananthapuram,THE PETALS VILLAMENT BY FAVOURITE HOMES,FAVOURITE CONSTRUCTIONS PRIVATE LIMITED,K-RERA/PRJ/119/2021
Thiruvananthapuram,CONFIDENT GOLD COAST B,Confident Projects India Pvt Ltd,K-RERA/PRJ/307/2020
Thiruvananthapuram,CORDON IMPERIAL GARDENS,CORDON CONSTRUCTORS & REALTORS Pvt Ltd,K-RERA/PRJ/006/2020
Thiruvananthapuram,CORDON VISTA,CORDON CONSTRUCTORS & REALTORS Pvt Ltd,K-RERA/PRJ/052/2020
Thiruvananthapuram,Kalyan Sapphire,Kalyan Developers,K-RERA/PRJ/250/2020
Thiruvananthapuram,Kalyan Divinity,Kalyan Developers,K-RERA/PRJ/205/2020
Thiruvananthapuram,KOYIKKAL ICONIC,KOYIKKAL CONSTRUCTIONS PRIVATE LIMITED,K-RERA/PRJ/136/2021
Thiruvananthapuram,ANTA - CAPITAL GREEN,ANTA BUILDERS & DEVELOPERS PVT LTD,K-RERA/PRJ/248/2020
Thiruvananthapuram,SUN CORNER STONE,SUN PROJECTS INDIA PRIVATE LIMITED,K-RERA/PRJ/297/2020
Thiruvananthapuram,SUN MEDANTA,SUN PROJECTS INDIA PRIVATE LIMITED,K-RERA/PRJ/338/2020
Thiruvananthapuram,EMINENT,Heather Homes Private Limited,K-RERA/PRJ/353/2020
Thiruvananthapuram,CONFIDENT BILBERRY,Confident Projects Residential,K-RERA/PRJ/108/2020
Thiruvananthapuram,THE SERENEBAY BY FAVOURITE HOMES,FAVOURITE CONSTRUCTIONS PRIVATE LIMITED,K-RERA/PRJ/144/2020
Thiruvananthapuram,SFS OLYMPIA,SKYLINE FOUNDATIONS AND STRUCTURES PRIVATE LIMITED,K-RERA/PRJ/322/2020
Thiruvananthapuram,HEATHER MAGNUM,Heather Homes Private Limited,K-RERA/PRJ/015/2021
Thiruvananthapuram,ASSET SUNNY DAYS,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/041/2020
Thiruvananthapuram,THE CORNICHE,HEATHER CONSTRUCTIONS,K-RERA/PRJ/314/2020
Thiruvananthapuram,BEACON FORTWINGS,Beacon Projects Pvt Ltd,K-RERA/PRJ/228/2020
Thiruvananthapuram,BEACON INFINITY,Beacon Projects Pvt Ltd,K-RERA/PRJ/246/2020
Thiruvananthapuram,LE ROYALE BY FAVOURITE HOMES,FAVOURITE CONSTRUCTIONS PRIVATE LIMITED,K-RERA/PRJ/019/2020
Thiruvananthapuram,BEACON FORTVIEW,Beacon Projects Pvt Ltd,K-RERA/PRJ/268/2020
Thiruvananthapuram,THE AEROPOLIS BY FAVOURITE HOMES,FAVOURITE CONSTRUCTIONS PRIVATE LIMITED,K-RERA/PRJ/200/2020
Thiruvananthapuram,VFIVE MONDAINE,VFIVE HOMES PRIVATE LIMITED,K-RERA/PRJ/032/2021
Thiruvananthapuram,Nikunjam Meridian,Nikunjam Constructions Private Limited,K-RERA/PRJ/278/2020
Thiruvananthapuram,PINK BY SREEDHANYA,Sree Dhanya Homes Pvt ltd,K-RERA/PRJ/TVM/029/2021
Thiruvananthapuram,SOWPARNIKA SHRIDI II,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/164/2021
Thiruvananthapuram,Mansions Palm Hills King Palms,MANSIONS,K-RERA/PRJ/017/2020
Thiruvananthapuram,Aadithya Park,Aadithya Mansion India Private Limited,K-RERA/PRJ/TVM/027/2021
Thiruvananthapuram,GRANDIOSE,Heather Infrastructure Private Limited,K-RERA/PRJ/204/2020
Thiruvananthapuram,CONFIDENT AQUILA Block 1 and ARINA Block 2,Confident Projects Residential,K-RERA/PRJ/100/2020
Thiruvananthapuram,HEATHER FERNS,Heather Homes Private Limited,K-RERA/PRJ/240/2020
Thiruvananthapuram,CLUB ONE BY FAVOURITE HOMES,FAVOURITE CONSTRUCTIONS PRIVATE LIMITED,K-RERA/PRJ/162/2020
Thiruvananthapuram,LA-MAISON,Sree Dhanya Homes Pvt ltd,K-RERA/PRJ/306/2020
Thiruvananthapuram,PRIMROSE,Future Foundations Pvt Ltd,K-RERA/PRJ/083/2021
Thiruvananthapuram,SOWPARNIKA NAVARATHINAM - PEARL,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/072/2021
Thiruvananthapuram,THE GRAND AVENUE BY FAVOURITE HOMES,FAVOURITE CONSTRUCTIONS PRIVATE LIMITED,K-RERA/PRJ/020/2020
Thiruvananthapuram,SOWPARNIKA VAISHNAVAM,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/109/2021
Thiruvananthapuram,THE SPRING WOODS BY FAVOURITE VALUE PLUS,FAVOURITE CONSTRUCTIONS PRIVATE LIMITED,K-RERA/PRJ/033/2020
Thiruvananthapuram,THE CARMEL HEIGHTS BY FAVOURITE HOMES,FAVOURITE CONSTRUCTIONS PRIVATE LIMITED,K-RERA/PRJ/008/2020
Thiruvananthapuram,BEACON ORBIT,Beacon Projects Pvt Ltd,K-RERA/PRJ/299/2020
Thiruvananthapuram,CONFIDENT DAFFODILS BLOCK A and B,Confident Projects Residential,K-RERA/PRJ/107/2020
Thiruvananthapuram,CONFIDENT GOLD COAST A,Confident Projects India Pvt Ltd,K-RERA/PRJ/203/2020
Thiruvananthapuram,ASSET SOVEREIGN,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/196/2020
Thiruvananthapuram,CONFIDENT ZENITH,Confident Projects Residential,K-RERA/PRJ/106/2020
Thiruvananthapuram,ASSET HILLCREST VOLGA,ASSETINDIA INFRAPROJECTS PRIVATE LIMITED,K-RERA/PRJ/193/2020
Thiruvananthapuram,CORDIAL JEMS,CORDIAL HOMES PVT LTD,K-RERA/PRJ/109/2020
Thiruvananthapuram,LADDER CAPITAL HILL,Kerala Land Reforms And Development Co operative Society Ltd No 4482,K-RERA/PRJ/187/2020
