XID,Project Name,City,Magicbricks.com Link
r15018,Mantri Manyata Lithos,Bangalore North,https://www.magicbricks.com/mantri-manyata-lithos-hebbal-bangalore-pdpid-4d4235303330333633
r190723,Supreme Amadore,Pune West,https://www.magicbricks.com/supreme-amadore-baner-pune-pdpid-4d4235303833313931
r368063,My Home Tridasa,Hyderabad,https://www.magicbricks.com/my-home-tridasa-tellapur-hyderabad-pdpid-4d4235333331343439
r152285,DB Pride,Indore,https://www.magicbricks.com/db-pride-talawali-chanda-indore-pdpid-4d4235303733363536
r401705,Godrej Serene,Pune North,https://www.magicbricks.com/godrej-serene-mamurdi-pune-pdpid-4d4235333535343439
r25172,Divyasree Republic Of Whitefield,Bangalore East,https://www.magicbricks.com/divyasree-republic-of-whitefield-kundalahalli-bangalore-pdpid-4d4235313139353835
r314711,Vaishnavi Serene,Bangalore North,https://www.magicbricks.com/vaishnavi-serene-yelahanka-bangalore-pdpid-4d4235313138303533
r409166,Dream Elegance,Pune West,https://www.magicbricks.com/dream-elegance-balewadi-pune-pdpid-4d4235303232363739
r1575,Grand Ajnara Heritage,Noida,https://www.magicbricks.com/grand-ajnara-heritage-sector-74-noida-pdpid-4d4235303233393931
r208059,DDA Ganga Apartments,South Delhi,https://www.magicbricks.com/dda-ganga-apartment-sector-d-pocket-6-vasant-kunj-new-delhi-pdpid-4d4235303333333733
r435497,Ambika Green by Time Must Properties,Nagpur,https://www.magicbricks.com/ambika-farms-katol-road-nagpur-pdpid-4d4235313133373331
r61931,Shriram Malhaar,Bangalore East,https://www.magicbricks.com/shriram-malhaar-sarjapur-bangalore-pdpid-4d4235303138313634
r414100,The Bellagio,Ahmedabad West,https://www.magicbricks.com/aum-the-bellagio-iscon-ambli-road-ahmedabad-pdpid-4d4235343136323835
r321227,Bharat The Province,Pune West,https://www.magicbricks.com/bharat-the-province-phase-2-punawale-pune-pdpid-4d4235333235383831
r334699,Sai Proviso Sapphire,Navi Mumbai,https://www.magicbricks.com/proviso-sai-proviso-sapphire-roadpali-navi-mumbai-pdpid-4d4235313234323333
r437790,Kushi Villas,Hyderabad,https://www.magicbricks.com/the-trails-manikonda-hyderabad-pdpid-4d4235303332363039
r419091,Eldeco Amaya,Sonipat,https://www.magicbricks.com/eldeco-amaya-sector-33-sonipat-pdpid-4d4235343138363735
r208341,Prakriti Apartments,Dwarka Delhi,https://www.magicbricks.com/prakriti-apartments-dwarka-sector-6-new-delhi-pdpid-4d4235303734313539
r158097,B Chopda Oval Apartments,Navi Mumbai,https://www.magicbricks.com/oval-kharghar-navi-mumbai-pdpid-4d4235303339313931
r430010,AJ Sai Ankit Height,Navi Mumbai,https://www.magicbricks.com/vikhroli-plus-gurukrupa-anantam-vikhroli-east-mumbai-pdpid-4d4235333331343735
r415330,Tharwani Palladian,Navi Mumbai,https://www.magicbricks.com/tharwani-palladian-kharghar-navi-mumbai-pdpid-4d4235343137353035
r10168,Adani Western Heights,Western Mumbai,https://www.magicbricks.com/adani-western-heights-andheri-west-mumbai-pdpid-4d4235303432363436
r26504,CGHS Palam Apartments,Dwarka Delhi,https://www.magicbricks.com/palam-apartment-dwarka-sector-5-new-delhi-pdpid-4d4235303130373933
r2782,Panchsheel Pratishtha,Noida,https://www.magicbricks.com/panchsheel-pratishtha-sector-75-noida-pdpid-4d4235303139383038
r412465,Adityaraj Passcode Karvaan,Central Mumbai,https://www.magicbricks.com/adityaraj-shanti-sadan-vikhroli-east-mumbai-pdpid-4d4235333839393435
r91807,Chandak Nishchay,Western Mumbai,https://www.magicbricks.com/chandak-nishchay-borivali-east-mumbai-pdpid-4d4235313134363935
r1053,Shri Radha Sky Gardens,Greater Noida,https://www.magicbricks.com/shri-radha-sky-gardens-noida-extension-noida-pdpid-4d4235303138313839
r4032,ATS One Hamlet,Noida,https://www.magicbricks.com/ats-one-hamlet-sector-104-noida-pdpid-4d4235303235353436
r404901,Amolik Park View 84,Faridabad,https://www.magicbricks.com/amolik-park-view-sector-84-faridabad-pdpid-4d4235343135383833
r61483,Garden Avenue K,Beyond Mira Road,https://www.magicbricks.com/garden-avenue-k-virar-west-mumbai-pdpid-4d4235303639373538
r20542,Hiranandani Brentwood,Central Mumbai,https://www.magicbricks.com/hiranandani-garden-brentwood-powai-mumbai-pdpid-4d4235303337383039
r377067,71 Midtown,Central Mumbai,https://www.magicbricks.com/paradigm-71-midtown-chembur-mumbai-pdpid-4d4235333139373935
r878,Green World,Navi Mumbai,https://www.magicbricks.com/green-world-airoli-navi-mumbai-pdpid-4d4235303237303938
r424261,Reliable Balaji Theo,Navi Mumbai,https://www.magicbricks.com/reliable-balaji-theo-kalamboli-navi-mumbai-pdpid-4d4235343139333531
r286699,Heritage Homes,Sindhudurg,https://www.magicbricks.com/sindhudurga-darshan-four-bungalows-mumbai-pdpid-4d4235323131303031
r379596,Veena Solace,Western Mumbai,https://www.magicbricks.com/veena-solace-santacruz-west-mumbai-pdpid-4d4235343131373837
r12538,The Gold Croft CGHS,Dwarka Delhi,https://www.magicbricks.com/gold-croft-apartment-dwarka-sector-11-new-delhi-pdpid-4d4235303131323735
r437334,Casagrand Highline,Tirupur,https://www.magicbricks.com/casagrand-highline-rakkiyapalayam-tirupur-pdpid-4d4235343236333839
r27100,CGHS Park Royal Apartments,Dwarka Delhi,https://www.magicbricks.com/park-royal-apartments-dwarka-sector-9-new-delhi-pdpid-4d4235303130383834
r2032,Prestige Bella Vista,Chennai West,https://www.magicbricks.com/prestige-bella-vista-iyyappanthangal-chennai-pdpid-4d4235303030353030
r11048,Rosa Bella,Thane,https://www.magicbricks.com/rosa-bella-ghodbunder-road-thane-pdpid-4d4235303339313131
r32088,CIDCO Celebrations CHS,Navi Mumbai,https://www.magicbricks.com/celebration-chs-kharghar-navi-mumbai-pdpid-4d4235303837323438
r8784,Rupa Suyash Park,Navi Mumbai,https://www.magicbricks.com/suyash-park-ulwe-navi-mumbai-pdpid-4d4235303138383130
r78869,Nahar Lilium Lantana,Western Mumbai,https://www.magicbricks.com/lilium-lantana-andheri-east-mumbai-pdpid-4d4235303433333833
r7036,Regency Sarvam,Thane Outskirts,https://www.magicbricks.com/regency-anantam-dombivli-east-beyond-thane-pdpid-4d4235313138333131
r311373,Umiya Oasis,Mira Bhayandar,https://www.magicbricks.com/umiya-oasis-mira-road-mumbai-pdpid-4d4235313139303731
r401625,Omkara Pride,Navi Mumbai,https://www.magicbricks.com/omkara-pride-taloja-navi-mumbai-pdpid-4d4235333634303231
r390328,Satyam Trinity Towers,Navi Mumbai,https://www.magicbricks.com/satyam-peace-of-mind-kharghar-navi-mumbai-pdpid-4d4235333332333737
r275839,Town Tech City,Coimbatore,https://www.magicbricks.com/tech-city-phase-2-saravanampatti-coimbatore-pdpid-4d4235303939363831
r385301,Sobha Brooklyn Towers,Bangalore South,https://www.magicbricks.com/sobha-brooklyn-towers-town-park-hosur-road-bangalore-pdpid-4d4235333236303133
r43298,Sheth Beaumonte,Central Mumbai,https://www.magicbricks.com/sheth-beaumonte-sion-east-mumbai-pdpid-4d4235303835393738
r254971,Platinum Escaso,Navi Mumbai,https://www.magicbricks.com/platinum-escaso-ulwe-navi-mumbai-pdpid-4d4235303838333533
r45994,Pioneer Park,Gurgaon,https://www.magicbricks.com/pioneer-park-sector-61-gurgaon-pdpid-4d4235303139363432
r15148,UK Iridium,Western Mumbai,https://www.magicbricks.com/uk-iridium-kandivali-east-mumbai-pdpid-4d4235303939313831
r28022,CGHS SOM,Dwarka Delhi,https://www.magicbricks.com/som-apartments-dwarka-sector-6-new-delhi-pdpid-4d4235303130353937
r34210,Ozone,Kolkata South,https://www.magicbricks.com/ozone-kolkata-em-bypass-kolkata-pdpid-4d4235303730343930
r175545,Bhartiya City Nikoo Homes Phase 2,Bangalore North,https://www.magicbricks.com/nikoo-homes-thanisandra-main-road-bangalore-pdpid-4d4235303233333231
r130119,Gaur City 7th Avenue,Greater Noida,https://www.magicbricks.com/gaur-city-7th-avenue-noida-extension-noida-pdpid-4d4235303737323133
r217667,The Lake View Address,Bangalore South,https://www.magicbricks.com/the-lake-view-address-electronics-city-phase-1-bangalore-pdpid-4d4235303932303633
r398192,Swarnim Sun,Ahmedabad West,https://www.magicbricks.com/sun-south-west-south-bopal-ahmedabad-pdpid-4d4235303936323835
r12,DLF The Belaire,Gurgaon,https://www.magicbricks.com/dlf-the-belaire-sector-54-gurgaon-pdpid-4d4235303031303430
r306863,Total Environment In That Quiet Earth,Bangalore North,https://www.magicbricks.com/total-environment-in-that-quiet-earth-hennur-main-road-bangalore-pdpid-4d4235313138323135
r8738,LandAsia LA City,Dehradun,https://www.magicbricks.com/landasia-la-city-chakrata-road-connaught-place-dehradun-pdpid-4d4235303335373438
r92267,Mittal Pebbles High Mont,Pune West,https://www.magicbricks.com/highmont-phase-1-hinjewadi-pune-pdpid-4d4235303733353732
r371026,Prestige Tranquil,Hyderabad,https://www.magicbricks.com/prestige-tranquil-kokapet-hyderabad-pdpid-4d4235323931303137
r7420,Puri Aanand Vilas,Faridabad,https://www.magicbricks.com/puri-aanand-vilas-sector-81-faridabad-pdpid-4d4235303238353830
r299817,Krishna Paradise,Navi Mumbai,https://www.magicbricks.com/shree-krishna-paradise-kharghar-navi-mumbai-pdpid-4d4235303732363132
r378934,Signature Global City,Gurgaon,https://www.magicbricks.com/signature-global-city-93-sector-93-gurgaon-pdpid-4d4235333933373231
r249017,Poonam Park View,Beyond Mira Road,https://www.magicbricks.com/poonam-park-view-virar-west-mumbai-pdpid-4d4235303836303132
r435543,Embassy One Thane,Thane,https://www.magicbricks.com/embassy-one-panch-pakhdi-thane-pdpid-4d4235343234353237
r275023,Vaswani Menlo Park,Bangalore East,https://www.magicbricks.com/vaswani-menlo-park-whitefield-bangalore-pdpid-4d4235303938393039
r54050,Gillco Palms,Mohali,https://www.magicbricks.com/gillco-palm-sector-115-mohali-pdpid-4d4235303834323239
r72085,Bhagwati Imperia,Navi Mumbai,https://www.magicbricks.com/bhagwati-imperia-ulwe-navi-mumbai-pdpid-4d4235303736313636
r123405,Prestige Kew Gardens,Bangalore East,https://www.magicbricks.com/prestige-kew-gardens-yemalur-bangalore-pdpid-4d4235303838303836
r47344,Adarsh Serenity,Bangalore East,https://www.magicbricks.com/adarsh-serenity-kannamangala-bangalore-pdpid-4d4235303431303232
r268833,Kanakia Zen World,Central Mumbai,https://www.magicbricks.com/kanakia-zen-world-kanjurmarg-east-mumbai-pdpid-4d4235303936333235
r382864,Pathos Paras,Patna,https://www.magicbricks.com/paras-bihta-patna-pdpid-4d4235333333363039
r29462,New Cosmopolitan CGHS,Dwarka Delhi,https://www.magicbricks.com/new-cosmopoliton-apartment-dwarka-sector-10-new-delhi-pdpid-4d4235303030323138
r436242,Chandak Sarvam,Western Mumbai,https://www.magicbricks.com/chandak-sarvam-andheri-east-mumbai-pdpid-4d4235343236383535
r23652,Wave Executive Floors,Ghaziabad,https://www.magicbricks.com/wave-executive-floors-nh-24-ghaziabad-pdpid-4d4235303338313732
r372,Lodha Aqua,Western Mumbai,https://www.magicbricks.com/lodha-aqua-mira-road-mumbai-pdpid-4d4235303230383838
r9970,Godrej Woodsman Estate,Bangalore North,https://www.magicbricks.com/godrej-woodsman-estate-hebbal-bangalore-pdpid-4d4235303030393335
r13402,Group Seven Rushi Heights,Western Mumbai,https://www.magicbricks.com/rushi-heights-goregaon-east-mumbai-pdpid-4d4235303031333434
r63753,CGHS Bank Apartments,Dwarka Delhi,https://www.magicbricks.com/bank-apartments-dwarka-sector-4-new-delhi-pdpid-4d4235303734373538
r3702,Trident Galaxy 3,Bhubaneswar,https://www.magicbricks.com/trident-galaxy-iii-kalinga-nagar-bhubaneswar-pdpid-4d4235333038363139
r428351,Shree Ram Krishna Garden,Mira Bhayandar,https://www.magicbricks.com/shree-ram-krishna-garden-mira-road-east-mumbai-pdpid-4d4235343230373231
r162517,Sharada Akashparv,Pune West,https://www.magicbricks.com/sharada-akashparv-bavdhan-pune-pdpid-4d4235303934393233
r26408,Batukji Apartments CGHS,Dwarka Delhi,https://www.magicbricks.com/batukji-apartment-dwarka-sector-3-new-delhi-pdpid-4d4235303130383439
r76817,Bollywood Green City,Mohali,https://www.magicbricks.com/bollywood-green-city-sector-113-mohali-pdpid-4d4235313137333733
r228565,Jindal Global City,Sonipat,https://www.magicbricks.com/jindal-global-city-sector-35-sonipat-pdpid-4d4235303836323430
r508,Unitech The Residences,Gurgaon,https://www.magicbricks.com/unitech-the-residences-sector-33-gurgaon-pdpid-4d4235303338323131
r405833,Shree Samarth Paradise,Thane Outskirts,https://www.magicbricks.com/shree-samarth-shubham-krupa-ambernath-beyond-thane-pdpid-4d4235333336303633
r326357,My Home Ankura,Hyderabad,https://www.magicbricks.com/my-home-ankura-tellapur-hyderabad-pdpid-4d4235313237393231
r296799,Aarambh,Western Mumbai,https://www.magicbricks.com/aarambh-mulund-west-mumbai-pdpid-4d4235303832383233
r27796,Aarcity Krishna Apra Sapphire,Ghaziabad,https://www.magicbricks.com/aarcity-krishna-apra-sapphire-indirapuram-ghaziabad-pdpid-4d4235303130323231
r415061,Girijas Sky Empire,Navi Mumbai,https://www.magicbricks.com/sky-empire-pushpak-nagar-navi-mumbai-pdpid-4d4235343235323931
r91047,Runwal Bliss,Central Mumbai,https://www.magicbricks.com/runwal-bliss-kanjurmarg-east-mumbai-pdpid-4d4235303733343034
r135875,Urbtech Xaviers,Noida,https://www.magicbricks.com/urbtech-xaviers-sector-168-noida-pdpid-4d4235303235343035
