XID,Project Name,City,Squareyards.com Link
r409908,Cinco Fairland,Coimbatore,https://www.squareyards.com/sale/property-for-sale-in-fairlands-salem
r420162,Aastha The Watermark,Jamshedpur,Not Found
r413382,Shriram Solitaire,Bangalore North,https://www.squareyards.com/bangalore-residential-property/shriram-solitaire/225557/project
r376088,Smart World Orchard,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/smart-world-orchard/103238/project
r235520,Fortune Butterfly City,Hyderabad,https://www.squareyards.com/sale/resale-properties-in-fortune-butterfly-city-hyderabad
r300077,Elevate Godrej Se7en,Kolkata South,https://www.squareyards.com/kolkata-residential-property/godrej-seven/9813/project
r398124,Mount Alaya Belmonte,Ahmedabad North,Not Found
r429474,RLD Merlion Estate,Chennai West,https://www.squareyards.com/hyderabad-residential-property/dollfine-harmony/115316/project
r417614,Sri MGR Windsor Gardens,Bangalore South,https://www.squareyards.com/bangalore-residential-property/sri-mgr-windsor-gardens/250186/project/floor-plans
r386987,DS Max Sukruth,Bangalore South,https://www.squareyards.com/bangalore-residential-property/ds-max-sukruth/129926/project
r393335,Sri Balajis Saphire,Chennai West,https://www.squareyards.com/chennai-residential-property/balaji-prestige/307943/project
r2,Omaxe Twin Towers,Noida,https://www.squareyards.com/rent/property-for-rent-in-omaxe-twin-towers-noida
r405295,Sapnil Residency,Kolkata North,https://www.squareyards.com/projects-in-bt-road-kolkata
r433824,Prime Plots Uran,Navi Mumbai,https://www.squareyards.com/sale/lands-for-sale-in-uran-navi-mumbai
r434608,Eldeco Fairway Reserve,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/eldeco-fairway-reserve/324073/project
r437320,SS Sri Balan Flats,Chennai South,https://www.squareyards.com/rent/properties-for-rent-in-hsr-layout-bangalore-under-50-thousand
r51192,Kalyan Garden View,Lucknow,https://www.squareyards.com/rent/property-for-rent-in-krishna-kalyan-garden-view-lucknow
r4700,Lodha Bella Vita,Pune South,https://www.squareyards.com/pune-residential-property/lodha-bella-vita/244371/project
r24280,Runwal Forests,Central Mumbai,https://www.squareyards.com/mumbai-residential-property/runwal-forests/2782/project
r294633,Codename Skywards,Thane Outskirts,https://www.squareyards.com/under-construction-projects-in-diva-thane
r398606,SB Centrum,Bhilai,https://www.squareyards.com/pune-residential-property/saakaar-centrum/159904/project
r262402,Bhavishya Metro City,Bhopal,https://www.squareyards.com/awadhpuri-in-bhopal-overview-3008
r398757,Trendsquares Ortus 3,Bangalore North,https://www.squareyards.com/sale/resale-properties-in-brigade-laguna-bangalore
r430363,Precious Icon,Thane Outskirts,https://www.squareyards.com/thane-residential-property/precious-harmony-nx/217533/project
r376598,Ravimurugaa Sai Gardenia,Coimbatore,https://www.squareyards.com/coimbatore-residential-property/shruthi-enclave/317931/project/photos
r402170,Imperial Ville,Jaipur,https://www.squareyards.com/sale/villas-for-sale-in-gandhi-path-jaipur
r435898,ACS Pearl Garden,Chennai South,https://www.squareyards.com/rent/pg-for-rent-in-delhi
r436787,Malpani Celestia,Pune South,https://www.squareyards.com/new-launch-by-malpani-properties-in-pune
r383703,River Breeze,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/aadhya-advaita/112306/project/floor-plans
r402665,Shree Gursahani Twin Tower,Aurangabad,Not Found
r436183,Godrej Evergreen Square,Pune West,https://www.squareyards.com/sale/3-bhk-flat-in-godrej-elements-pune
r369486,Kuber Shrushti Residency,Pune East,https://www.squareyards.com/pune-residential-property/deepali-florina-residency/246632/project/floor-plans
r398521,Shreepad Inspire,Surat,Not Found
r29040,Naiknavare Kutumb,Pune West,https://www.squareyards.com/sale/resale-properties-in-naiknavare-kutumb-pune
r408305,Ram Address One,Pune South,https://www.squareyards.com/pune-residential-property/ram-india-swastika/216834/project
r395412,Ashiana Malhar,Pune West,https://www.squareyards.com/pune-residential-property/ashiana-malhar/166799/project
r394292,Ashwamedh Ratnaprabha,Pune Central,https://www.squareyards.com/projects-by-ashwamedh-spaces-pvt-ltd-in-pune
r429438,Rose Hills Estate,Srinagar,https://www.squareyards.com/mumbai-residential-property/n-rose-northern-heights-phase-2/101964/project/floor-plans
r409008,Sobha Neopolis,Bangalore East,https://www.squareyards.com/bangalore-residential-property/sobha-neopolis/220345/project
r369336,Om Sree Brilliance,Secunderabad,https://www.squareyards.com/hyderabad-residential-property/om-sree-brilliance/104017/project
r367669,Assetz Canvas and Cove,Bangalore South,https://www.squareyards.com/bangalore-residential-property/assetz-canvas-and-cove/100604/project
r434202,Nidhi Land Shakthi Heights,Mangalore,https://www.squareyards.com/palghar-residential-property/nidhi-industrial-estate/121631/project
r375899,Raama Skyz,Vadodara,https://www.squareyards.com/vadodara-residential-property/nysa-skydale/319003/project
r390836,Anand Bhawan,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/anand-bhavan-vile-parle-west/126268/project
r258491,Prozone Palms,Coimbatore,https://www.squareyards.com/coimbatore-residential-property/topplayer-srk-infra-city-sunshine-apartments/317274/project/floor-plans
r404912,Boston by Pride World City,Pune North,https://www.squareyards.com/pune-residential-property/pride-world-city-long-island/22890/project/floor-plans
r344821,Sunteck City Avenue 4,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/sunteck-city-avenue-4/29861/project
r422622,Evara Wadhwa Wise City,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/wadhwa-wise-city/10237/project
r424835,Venkatesh Anandmayi,Pune South,https://www.squareyards.com/projects-by-venkatesh-buildcon-in-pune
r332831,Prateek Canary,Noida,https://www.squareyards.com/noida-residential-property/prateek-canary/10620/project
r392193,Kohinoor Abhimaan Homes Phase 3,Pune North,https://doc.squareyards.com/ProjectKnowledge/Brochure_27ea2ad4078c435095b4c087c142081e.pdf
r430319,Prosperity Homes,Lucknow,https://www.squareyards.com/lucknow-residential-property/pi-prosperity-homes/307970/project
r428449,Sun Siri The Capital,Guntur,https://www.squareyards.com/vijayawada-residential-property/siva-capital-greens/10090/project
r388872,The Empire,Nagpur,https://www.squareyards.com/gurgaon-residential-property/elan-the-emperor/325052/project
r410569,Gracewood Elegance,Vadodara,https://www.squareyards.com/vadodara-residential-property/samruddhi-ashok-vatika/319114/project
r409549,Protech Pride,Guwahati,https://www.squareyards.com/guwahati-residential-property/protech-paradise/309630/project
r432552,Altura 3,Jaipur,https://www.squareyards.com/jaipur-residential-property/md-avyukta/249086/project
r422307,Aakar Park,Nagpur,https://www.squareyards.com/nagpur-residential-property/atharva-sapphire-towers/249662/project/floor-plans
r422453,Assetz 66 and Shibui,Bangalore East,https://www.squareyards.com/bangalore-residential-property/assetz-63-degree-east/16078/project/floor-plans
r333859,Lord Krishna Floors,Faridabad,https://www.squareyards.com/resale-4-bhk-pooja-room-servant-room-225-sq-yd-builder-floor-in-lord-krishna-properties-developers/6161579
r354918,Super Homes Abhirama,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/abhirama-super-homes/106503/project
r430176,Elegance Pristine,Bangalore South,https://www.squareyards.com/bangalore-residential-property/elegant-terraces/102170/project
r376104,Modi Serene Park,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/modi-serene-park/113601/project
r406974,Ramprastha Attalika,Ghaziabad,https://www.squareyards.com/ghaziabad-residential-property/ramprastha-attalika/224860/project
r400347,Saradeuz Olympus,Chennai South,https://www.squareyards.com/chennai-residential-property/saradeuz-encanto/310645/project
r418266,Srinidhi Iris,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/srinidhi-iris/248355/project
r435515,Pradeep Luxury Builders Floor,East Delhi,https://www.squareyards.com/hyderabad-residential-property/pradeep-bliss/109837/project
r390105,Riverscape,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/urrban-riverscape/161111/project
r437026,Lambodara D Square City,Coimbatore,https://www.squareyards.com/thane-residential-property/lambodar-manuprasad/252044/project
r434859,AC Bel Air,Nasik,https://www.squareyards.com/sale/resale-properties-in-arvind-bel-air-bangalore
r436315,Max Tech,Madurai,https://www.squareyards.com/bangalore-residential-property/embassy-tech-square/154661/project/photos
r437301,Sakura Blossom,Bangalore East,https://www.squareyards.com/sale/property-for-sale-near-east-point-hospital-cheemasandra-in-bangalore
r390015,Radha Madhav Vrindavan Phase 3,Nagpur,https://www.squareyards.com/pune-residential-property/puraniks-aldea-espanola-phase-2/100075/project
r401868,Nirvanaa Casa Vrindavan,Kanpur,https://www.squareyards.com/sale/resale-properties-in-mutha-sai-nirvana-thane
r413870,Pyramid Gloria,Nagpur,https://www.squareyards.com/pune-residential-property/classic-gloria/153257/project
r376463,Urban Vista Phase 1,Kolkata East,https://www.squareyards.com/kolkata-residential-property/loharuka-urban-vista/125575/project
r352,BPTP Parklands,Faridabad,https://www.squareyards.com/sale/4-bhk-flat-in-bptp-park-grandeura-faridabad
r871,Ireo Victory Valley,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/ireo-victory-valley/55/project
r402643,DTC Sojon,Kolkata South,https://www.squareyards.com/projects-by-dtc-group-in-kolkata
r431559,Silverglades The Legacy,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/silverglades-the-legacy/308050/project
r429359,Tulive Grandezza,Chennai West,https://www.squareyards.com/koyambedu-in-chennai-overview-1097
r344265,Shriram Sunshine 2,Hooghly,https://www.squareyards.com/sale/resale-properties-in-shriram-sunshine-one-kolkata
r386817,Shevi Utopia Gold,Pune North,https://www.squareyards.com/sale/resale-properties-in-shevi-utopia-gold-pune
r434656,Roseate Roots,Ahmedabad West,Not Found
r427302,Ratnam Opal,Ahmedabad North,https://www.squareyards.com/mumbai-residential-property/krv-ratnadeep-heights/232791/project
r411500,Shapoorji Pallonji The Odyssey 1,South Mumbai,https://www.squareyards.com/mumbai-residential-property/shapoorji-pallonji-the-odyssey/228449/project
r322869,Anantnath And Forever City,Thane Outskirts,https://www.squareyards.com/thane-residential-property/anantnath-and-forever-city/10906/project
r426337,M Soul Strings,Pune West,https://www.squareyards.com/pune-residential-property/malpani-m-soul-strings/246986/project
r270000,Eureka Park By Tata Value Homes,Noida,https://www.squareyards.com/noida-residential-property/tata-eureka-park/10953/project
r424359,Kohinoor Uptown Avenue,Pune West,https://www.squareyards.com/pune-residential-property/kohinoor-uptown-avenue/245760/project
r345843,Leverage Greenwoods Unity,Nagpur,Not Found
r329969,Swargaseema Sirulaseema I,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/swargaseema-suketana/226882/project
r390243,KCB Solace,Kolkata East,Not Found
r407293,Primark Inspira,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/narenn-primark-inspira/229174/project
r416812,Siddha Serena,Kolkata East,https://www.squareyards.com/kolkata-residential-property/siddha-serena/243794/project
r407622,Airport Sky City,Kolkata North,https://www.squareyards.com/kolkata-residential-property/jupiter-airport-sky-city/227116/project
r400423,Vaanya,Kolkata East,https://www.squareyards.com/kolkata-residential-property/ps-vaanya/211024/project
r379731,Loharuka Green Heights Phase 2,Kolkata East,https://www.squareyards.com/sale/3-bhk-flat-in-loharuka-green-heights-ii-kolkata
r421695,Sunniva Legacy,Kolkata South,Not Found
r402373,One Meraki,Central Mumbai,https://www.squareyards.com/mumbai-residential-property/meraki-arena/158618/project/photos
r407338,Levonor Egeira,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/levonor-egeira/221759/project/floor-plans
r28336,Max Heiights Majestic,Jaipur,https://www.squareyards.com/sale/apartments-for-sale-in-sikar-road-jaipur
r371509,K City,Pune East,https://www.squareyards.com/sale/resale-properties-in-unique-k-city-pune
r412704,Green View Residency,Kolkata South,https://www.squareyards.com/bangalore-residential-property/mr-green-view/143841/project
r432596,VKG Dev Bhumi,Indore,https://www.squareyards.com/mumbai-residential-property/vkg-centurion/190402/project
r418615,Edmont Aurelia,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/sheth-edmont-aurelia/234701/project
r420231,Pearl The Central Park,Ranchi,https://www.squareyards.com/mumbai-residential-property/hm-central-park/306504/project/floor-plans
r429111,Shalimar One World 21,Lucknow,https://www.squareyards.com/rent/property-for-rent-in-shalimar-one-world-valencia-county-lucknow
r395189,Swapnabhumi Township,Kolkata East,https://www.squareyards.com/kolkata-residential-property/swapnabhumi-integrated-township/47810/project
r380138,Sri Sai Home Ujaan Nagar,Kolkata East,Not Found
r415092,The Prestige City Hyderabad,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/the-prestige-city-hyderabad/234553/project
r424046,BS Vishan S Castle,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/bs-vishan-s-castle/223731/project
r423416,Sree Urban Orchids Phase 2,Bangalore East,https://www.squareyards.com/bangalore-residential-property/sree-urban-orchids/188845/project
r178183,Aditya Orbit,Vadodara,https://www.squareyards.com/vadodara-residential-property/nilamber-aangan/319312/project/photos
r420301,Tarc Kailasa,West Delhi,https://www.squareyards.com/delhi-residential-property/tarc-kailasa/240026/project
r7754,Pyramid Arlington County,Chennai West,Not Found
r421070,Ayyan Aathmika,Chennai South,Not Found
r435139,The Reserve,Pune East,https://www.squareyards.com/
r394740,Silver Oak Raipur,Raipur,https://www.squareyards.com/hyderabad-residential-property/singleton-silver-oak-residences/308825/project
r435863,Sunsiri The Lotus,Guntur,https://www.squareyards.com/sale/property-for-sale-near-undavalli-caves-guntur-in-vijayawada
r438053,Aaditya City,Pune East,https://www.squareyards.com/sale/2-bhk-flat-in-aditya-garden-city-pune
r70384,Pride World City,Pune East,https://www.squareyards.com/pune-residential-property/pride-world-city-long-island/22890/project
r417023,Rohan Harita,Pune West,https://www.squareyards.com/pune-residential-property/austin-county/102036/project
r403485,K Pune,Pune West,https://www.squareyards.com/pune-residential-property/unique-k-pune/209594/project
r303861,Piramal Mahalaxmi,South Mumbai,https://www.squareyards.com/mumbai-residential-property/piramal-mahalaxmi/10037/project
r420505,Golden Avenue,Nagpur,https://www.squareyards.com/sale/plots-for-sale-in-pevtha-nagpur
r399116,Harbans Park,Nagpur,https://www.squareyards.com/zirakpur-residential-property/green-valley-heights/105256/project
r417425,Rachana Purva,Nagpur,https://www.squareyards.com/rent/apartments-for-rent-in-hennur-road-bangalore
r408929,ABD Pride,Nasik,https://www.squareyards.com/pune-residential-property/primal-pride/233743/project
r396842,Orchid IVY Floors,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/orchid-ivy-floors/113271/project
r203,Active Acres,Kolkata East,https://www.squareyards.com/sale/resale-properties-in-ruchi-active-acres-kolkata
r414786,Kanthi Enclave Ravista Villas,Chennai South,Not Found
r427272,Sanjeevini Aarna,Bangalore East,https://www.squareyards.com/bangalore-residential-property/sanjeevini-aarna/148428/project
r256111,Sobha City,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/sobha-city-gurgaon/8365/project
r429991,Cellesta,Kolkata North,https://www.squareyards.com/kolkata-residential-property/shriji-cellesta/248628/project
r23690,DLF New Town Heights 2,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/dlf-new-town-heights-ii/156/project
r399658,Iris by Raghava,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/raghava-iris/188667/project
r418941,GPS Meena Aurum phase 3,Kolkata East,https://www.squareyards.com/kolkata-residential-property/diamond-navya/230972/project
r434288,KCP Garden Karamadai,Coimbatore,Not Found
r433995,Shree Hari Solitaire,Surat,https://www.squareyards.com/hyderabad-residential-property/praneeth-pranav-solitaire/112981/project/floor-plans
r416951,Roongta Florenza,Nasik,https://www.squareyards.com/diamond-harbour-road-in-kolkata-overview-4256
r420088,Harmony Blossoms,Chennai South,https://www.squareyards.com/pune-residential-property/kalpataru-blossoms/324065/project
r428724,Unitd 49,Coimbatore,https://www.squareyards.com/coimbatore-residential-property/nithya-gardens/318220/project/photos
r334441,Pratham Yash Vrindavan,Pune North,https://www.squareyards.com/pune-residential-property/pratham-stella-regency/209462/project
r399283,Kalpataru Aria,Thane Outskirts,https://www.squareyards.com/sale/3-bhk-flat-in-ashar-aria-thane
r435535,The Privilon by Dev Vinayak,Gandhinagar,https://www.squareyards.com/mahatma-gandhi-road-in-kolkata-overview-4313
r396529,Sree Balaji Pride,Visakhapatnam,https://www.squareyards.com/projects-by-sri-balaji-constructions-in-vizag
r334919,GP Aditya,Bangalore South,https://www.squareyards.com/bangalore-residential-property/gp-aditya/102748/project
r436049,Divis Suprabhatha,Hyderabad,https://www.squareyards.com/projects-in-nandigama-hyderabad
r425244,Bhoomi Serenity,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/gajra-bhoomi-serenity/246194/project
r427843,Kedia Shri Vatsal,Jaipur,https://www.squareyards.com/sale/resale-properties-in-kedia-shri-vatsal-jaipur
r296597,Trump Tower,Gurgaon,https://www.squareyards.com/sale/resale-properties-in-m3m-trump-tower-gurgaon
r414298,Vasavi Sarovar,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/vasavi-sarovar/230379/project
r427390,Casagrand Massimo,Chennai South,https://www.squareyards.com/sale/3-bhk-for-sale-in-chennai
r432564,ASBL Landmark,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/asbl-landmark/308538/project
r421330,Anamika High Point,Ahmedabad West,https://www.squareyards.com/ahmedabad-residential-property/anantara-alora/246807/project/floor-plans
r2966,ALTA,Chennai South,https://www.squareyards.com/
r428750,Vivan Heights,Central Mumbai,https://www.squareyards.com/mumbai-residential-property/goregaon-vivan/188868/project
r425841,The Ridges 41,Pune West,https://www.squareyards.com/pune-residential-property/paranjape-blue-ridge/24446/project
r431642,Siddhik Green Abalone,Ahmedabad West,Not Found
r433250,Rohan Saroha,Pune West,https://www.squareyards.com/pune-residential-property/rohan-saroha/251914/project
r426546,Ventura,Jaipur,https://www.squareyards.com/resale-4-bhk-servant-room-3734-sq-ft-apartment-in-js-ventura/7288611
r428393,Ellanza Zenistry B,Pune West,Not Found
r265661,Aishwaryam Courtyard Gold,Pune North,https://www.squareyards.com/rent/property-for-rent-in-aishwaryam-comfort-gold-pune
r71855,The Prestige City,Central Mumbai,https://www.squareyards.com/mumbai-residential-property/the-prestige-city/152232/project
r10208,VTP Township Codename  Pegasus,Pune East,https://doc.squareyards.com/ProjectKnowledge/Brochure_eaa7bb1efad04cc283245bc892793b38.pdf
r349185,Panchnai Paramjyoti,Siliguri,Not Found
r372188,Kanchi Big Town,Kanchipuram,https://www.squareyards.com/projects-in-kanchipuram-chennai
r374451,Anuhar Towers,Hyderabad,https://www.squareyards.com/projects-by-anuhar-homes-in-hyderabad
r423946,Ganguly 4 Sight Florence Phase 3,Kolkata South,https://www.squareyards.com/kolkata-residential-property/rajwada-estate-phase-2/5130/project
r367377,Sharanya Skyvue,Ahmedabad West,https://www.squareyards.com/ahmedabad-residential-property/anantara-alora/246807/project/floor-plans
r418960,GTK Eden Garden,Chennai South,https://www.squareyards.com/chennai-residential-property/pillars-archana-nagar-extension/159680/project
r368086,GKs Zenith,Secunderabad,https://www.squareyards.com/hyderabad-residential-property/gks-zenith/113581/project
r393150,GHR Callisto,Hyderabad,https://www.squareyards.com/sale/resale-properties-in-ghr-callisto-hyderabad
r423721,RSR The Garden View Villa,Hyderabad,https://www.squareyards.com/sale/resale-properties-in-rsr-the-garden-view-apartments-hyderabad
r15646,Mahidhara Supreme,Chennai South,https://www.squareyards.com/projects-in-oragadam-chennai
r433403,Jain Fairmount The Arc,Hyderabad,https://www.squareyards.com/projects-by-jain-constructions-in-hyderabad
r397177,Tattvam,Kolkata North,https://www.squareyards.com/kolkata-residential-property/tamopaha-visaaya/247729/project
r62469,Midori Towers,Pune West,https://www.squareyards.com/pune-residential-property/vikram-midori-towers/22476/project
r407059,Priva,Kolkata East,https://www.squareyards.com/kolkata-residential-property/rishi-pranaya-phase-i/11370/project
r410501,GP Homes Valencia Ruby,Chennai North,https://www.squareyards.com/chennai-residential-property/saagar-shyams-sankalpa/251716/project
r6670,Ireo The Corridors,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/ireo-the-corridors/309/project
r398366,Dashmesh Empire,Thane Outskirts,https://www.squareyards.com/thane-residential-property/poddar-housing-samruddhi-evergreens/3455/project
r5954,Valley,Greater Noida,https://www.squareyards.com/sale/apartments-for-sale-in-amrapali-dream-valley-greater-noida
r267281,SBP City of Dreams,Mohali,https://www.squareyards.com/chandigarh-residential-property/sbp-city-of-dreams/108671/project
r387200,The Solitaire Crown,Dehradun,https://www.squareyards.com/rent/property-for-rent-in-lodha-crown-kolshet-thane
r393363,Pawa Blossom,Nasik,Not Found
r420320,VR Vivanta,Vadodara,https://www.squareyards.com/under-construction-projects-in-ajwa-road-vadodara
r411075,Shubhashish Prakash,Jaipur,https://www.squareyards.com/sale/resale-properties-in-shubhashish-geeta-jaipur
r332999,Mega Sarovar,Vijayawada,https://www.squareyards.com/vijayawada-residential-property/mega-sarovar/102857/project
r416320,Sumadhura Sushantham Phase 2,Bangalore North,https://www.squareyards.com/bangalore-residential-property/sumadhura-sushantham/100032/project
r306817,Concorde Hill Crest,Bangalore North,https://www.squareyards.com/bangalore-residential-property/concorde-hill-crest/102108/project
r388209,Sharanya Altura,Ahmedabad West,https://www.squareyards.com/sale/gated-community-for-sale-in-ahmedabad
r393393,Sahjanand Safal,Gandhinagar,https://www.squareyards.com/ahmedabad-residential-property/ahad-anaya-residency/250990/project
r206111,Windsor Troika,Bangalore South,https://www.squareyards.com/bangalore-residential-property/windsor-troika/16731/project
r390246,Candeur Crescent,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/candeur-crescent/157913/project
r293775,S B Skanda Lake Front,Bangalore South,https://www.squareyards.com/bangalore-residential-property/premier-elite/145832/project
r425506,Casagrand Amor,Bangalore South,https://www.squareyards.com/bangalore-residential-property/casagrand-amor/246140/project
r384290,Godrej Park Retreat,Bangalore East,https://www.squareyards.com/bangalore-residential-property/godrej-park-retreat/115887/project
r411643,Vivaan Solitaire,Ahmedabad North,https://www.squareyards.com/ahmedabad-residential-property/pacifica-north-enclave/4739/project/brochure
r420217,Ultraluxe Homes by Earthz,South Delhi,https://www.squareyards.com/sale/property-for-sale-in-grant-road-mumbai
r424425,Abhay Nilima Enclave,Guwahati,https://www.squareyards.com/ready-to-move-projects-in-azara-guwahati
r433359,Shriram Codename Smash Hit,Bangalore North,https://www.squareyards.com/projects-by-shriram-properties-in-bangalore
r434569,Thai Advaith,Chennai South,Not Found
r433762,Opus 96,Chennai South,https://www.squareyards.com/hyderabad-residential-property/karni-opus/223477/project
r435509,Kalpataru Blossoms,Pune South,https://www.squareyards.com/pune-residential-property/kalpataru-blossoms/324065/project
r418956,AS Sarvayoni Paradise,Kolkata South,https://www.squareyards.com/resale-4-bhk-pooja-room-1786-sq-ft-villa-in-signum-suncrest-estate/7558537
r436833,Anjaneya Ritz by Yash Infraventures,Nagpur,Not Found
r429459,Kolte Patil Springshire,Pune East,https://www.squareyards.com/pune-residential-property/kolte-patil-springshire/252000/project
r370636,Mali Pinnacle,Thane Outskirts,https://www.squareyards.com/projects-in-kalyan-east-thane
r383092,Birla Niyaara,South Mumbai,https://www.squareyards.com/mumbai-residential-property/birla-niyaara/113859/project
r415891,Palm Amore,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/nms-palm-amore/230962/project
r378330,Bhardwaj Sky,Raipur,https://www.squareyards.com/sale/3-bhk-for-sale-in-shankar-nagar-raipur
r257091,RKN Nakshatra Enclave,Bhopal,https://www.squareyards.com/bangalore-residential-property/allure-avani/307311/project
r393354,Amardeep Sky,Vadodara,https://www.squareyards.com/vadodara-residential-property/nysa-skydale/319003/project
r427769,Sattva Green Groves,Bangalore West,https://www.squareyards.com/bangalore-residential-property/sattva-green-groves/247757/project
r432487,Kalra Apartment and Floors,West Delhi,https://www.squareyards.com/resale-2-bhk-pooja-room-450-sq-ft-builder-floor-in-harit-vihar-rwa/8403510
r320141,Godrej Air,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/godrej-air-sector-85/10317/project
r407174,Metro Tranquil,Secunderabad,https://www.squareyards.com/hyderabad-residential-property/metro-apex/113012/project
r405003,Radhey Skye,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/radhey-skye/225598/project
r407585,Casa De Nagoa,South Goa,https://www.squareyards.com/sale/villas-for-sale-in-goa
r434435,Dream Kashi Bliss,Varanasi,https://www.squareyards.com/sale/plots-for-sale-in-assi-ghat-varanasi
r406648,PM Uplands,Indore,https://www.squareyards.com/indore-residential-property/avadh-homes/316168/project
r405172,Jains Fairmount Sri Ram Garden 2,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/jain-sri-ram-garden/29913/project
r410495,Uttarayan Prakriti,Jorhat,https://www.squareyards.com/new-projects-in-guwahati
r397111,Amantran,Kolkata South,https://www.squareyards.com/kolkata-residential-property/eden-amantran/222434/project
r413782,Kumar Magnacity,Pune South,https://www.squareyards.com/sale/resale-properties-in-malnad-magna-city-pune
r347199,Samruddhi Skyrise 1,Vadodara,https://www.squareyards.com/pune-residential-property/jalan-aura-county-pune/24133/project
r378542,Sophia Elanza,Kochi,https://www.squareyards.com/bangalore-residential-property/hinduja-el-jardin/30081/project
r402370,Vasavi Crown East,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/vasavi-crown-east/217337/project
r434412,Veda Vilasa Villaments,Bangalore West,https://www.squareyards.com/bangalore-residential-property/sai-veda-vilasa/308918/project
r375399,Ira Miracle,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/ira-miracle/112056/project
r437911,R Tech Palmera Garden,Jaipur,https://www.squareyards.com/sale/2-bhk-flat-in-tata-new-haven-bangalore-bangalore
r294215,Arihant Aspire,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/arihant-aspire/10043/project
r415650,Eldeco La Vida Bella,Greater Noida,https://www.squareyards.com/greater-noida-residential-property/eldeco-la-vida-bella/247493/project
r379918,Nimbus Express Park View 2 Low Rise,Greater Noida,https://www.squareyards.com/greater-noida-residential-property/nimbus-express-park-view-ii/1187/project
r341763,Escon Primera,Chandigarh,https://www.squareyards.com/zirakpur-residential-property/malwa-escon-primera/108814/project
r428837,Daksh Triverra,Nasik,Not Found
r371923,Manglam Anantara,Jaipur,https://www.squareyards.com/resale-4-bhk-pooja-room-2450-sq-ft-villa-in-manglam-anantara-the-villas/7457951
r403911,Aarya Essenzaa 2,Vadodara,https://www.squareyards.com/mumbai-residential-property/lodha-augusta/6281/project
r431525,Om ShivChhaya,Nasik,Not Found
r270128,AlamoXsreal Tuscany,Chennai South,Not Found
r324931,Satvik Homes,Faridabad,https://www.squareyards.com/forum/what-is-property-id-1924-property-taxation
r430414,Sree Adhitya Lotus Park,Bangalore East,https://www.squareyards.com/bangalore-residential-property/sree-adithya-lotus-park/243235/project/floor-plans
r428685,MP Golden Heights,Chennai West,https://www.squareyards.com/chennai-residential-property/sri-citys-metro-city-plots/77989/project
r417410,Aashirwad Vrindavan,Kota,https://www.squareyards.com/ashirwad-developers-projects/7914/builder
r404615,Russel Lions Gate,Chennai South,https://www.squareyards.com/projects-in-tambaram-east-chennai
r410183,Natures Cove,South Goa,https://www.squareyards.com/bangalore-residential-property/assetz-canvas-and-cove/100604/project
r420548,Fortune Imperia 2,Vadodara,https://www.squareyards.com/rent/property-for-rent-in-orchid-skyrise-vadodara
r336711,Pranavas Sama Lakshma Reddy Greenwich,Hyderabad,Not Found
r394748,Adish Aradhra,Bangalore South,https://www.squareyards.com/bangalore-residential-property/millennium-valley-villa/19773/project
r367653,Narmada Greens,Jabalpur,https://www.squareyards.com/pune-residential-property/kotibhaskar-gomati-narmada-chsl/233911/project/floor-plans
r35056,Fortune Golden Panorama,Bhopal,https://www.squareyards.com/bangalore-residential-property/jai-fortune-square/245813/project/floor-plans
r11112,Shriram Sameeksha,Bangalore North,https://www.squareyards.com/sale/resale-properties-in-shriram-sameeksha-bangalore
r429182,The Olympia,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/kalpana-the-olympia/251900/project
