XID,Project Name,City,Squareyards.com Link
r413382,Shriram Solitaire,Bangalore North,https://www.squareyards.com/bangalore-residential-property/shriram-solitaire/225557/project
r376088,Smart World Orchard,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/smart-world-orchard/103238/project
r300077,Elevate Godrej Se7en,Kolkata South,https://www.squareyards.com/kolkata-residential-property/godrej-seven/9813/project
r429474,RLD Merlion Estate,Chennai West,https://www.squareyards.com/hyderabad-residential-property/dollfine-harmony/115316/project
r386987,DS Max Sukruth,Bangalore South,https://www.squareyards.com/bangalore-residential-property/ds-max-sukruth/129926/project
r393335,Sri Balajis Saphire,Chennai West,https://www.squareyards.com/chennai-residential-property/balaji-prestige/307943/project
r434608,Eldeco Fairway Reserve,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/eldeco-fairway-reserve/324073/project
r4700,Lodha Bella Vita,Pune South,https://www.squareyards.com/pune-residential-property/lodha-bella-vita/244371/project
r24280,Runwal Forests,Central Mumbai,https://www.squareyards.com/mumbai-residential-property/runwal-forests/2782/project
r398606,SB Centrum,Bhilai,https://www.squareyards.com/pune-residential-property/saakaar-centrum/159904/project
r430363,Precious Icon,Thane Outskirts,https://www.squareyards.com/thane-residential-property/precious-harmony-nx/217533/project
r408305,Ram Address One,Pune South,https://www.squareyards.com/pune-residential-property/ram-india-swastika/216834/project
r395412,Ashiana Malhar,Pune West,https://www.squareyards.com/pune-residential-property/ashiana-malhar/166799/project
r409008,Sobha Neopolis,Bangalore East,https://www.squareyards.com/bangalore-residential-property/sobha-neopolis/220345/project
r369336,Om Sree Brilliance,Secunderabad,https://www.squareyards.com/hyderabad-residential-property/om-sree-brilliance/104017/project
r367669,Assetz Canvas and Cove,Bangalore South,https://www.squareyards.com/bangalore-residential-property/assetz-canvas-and-cove/100604/project
r434202,Nidhi Land Shakthi Heights,Mangalore,https://www.squareyards.com/palghar-residential-property/nidhi-industrial-estate/121631/project
r375899,Raama Skyz,Vadodara,https://www.squareyards.com/vadodara-residential-property/nysa-skydale/319003/project
r390836,Anand Bhawan,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/anand-bhavan-vile-parle-west/126268/project
r344821,Sunteck City Avenue 4,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/sunteck-city-avenue-4/29861/project
r422622,Evara Wadhwa Wise City,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/wadhwa-wise-city/10237/project
r332831,Prateek Canary,Noida,https://www.squareyards.com/noida-residential-property/prateek-canary/10620/project
r430319,Prosperity Homes,Lucknow,https://www.squareyards.com/lucknow-residential-property/pi-prosperity-homes/307970/project
r428449,Sun Siri The Capital,Guntur,https://www.squareyards.com/vijayawada-residential-property/siva-capital-greens/10090/project
r388872,The Empire,Nagpur,https://www.squareyards.com/gurgaon-residential-property/elan-the-emperor/325052/project
r410569,Gracewood Elegance,Vadodara,https://www.squareyards.com/vadodara-residential-property/samruddhi-ashok-vatika/319114/project
r409549,Protech Pride,Guwahati,https://www.squareyards.com/guwahati-residential-property/protech-paradise/309630/project
r432552,Altura 3,Jaipur,https://www.squareyards.com/jaipur-residential-property/md-avyukta/249086/project
r354918,Super Homes Abhirama,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/abhirama-super-homes/106503/project
r430176,Elegance Pristine,Bangalore South,https://www.squareyards.com/bangalore-residential-property/elegant-terraces/102170/project
r376104,Modi Serene Park,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/modi-serene-park/113601/project
r406974,Ramprastha Attalika,Ghaziabad,https://www.squareyards.com/ghaziabad-residential-property/ramprastha-attalika/224860/project
r400347,Saradeuz Olympus,Chennai South,https://www.squareyards.com/chennai-residential-property/saradeuz-encanto/310645/project
r418266,Srinidhi Iris,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/srinidhi-iris/248355/project
r435515,Pradeep Luxury Builders Floor,East Delhi,https://www.squareyards.com/hyderabad-residential-property/pradeep-bliss/109837/project
r390105,Riverscape,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/urrban-riverscape/161111/project
r437026,Lambodara D Square City,Coimbatore,https://www.squareyards.com/thane-residential-property/lambodar-manuprasad/252044/project
r390015,Radha Madhav Vrindavan Phase 3,Nagpur,https://www.squareyards.com/pune-residential-property/puraniks-aldea-espanola-phase-2/100075/project
r413870,Pyramid Gloria,Nagpur,https://www.squareyards.com/pune-residential-property/classic-gloria/153257/project
r376463,Urban Vista Phase 1,Kolkata East,https://www.squareyards.com/kolkata-residential-property/loharuka-urban-vista/125575/project
r871,Ireo Victory Valley,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/ireo-victory-valley/55/project
r431559,Silverglades The Legacy,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/silverglades-the-legacy/308050/project
r427302,Ratnam Opal,Ahmedabad North,https://www.squareyards.com/mumbai-residential-property/krv-ratnadeep-heights/232791/project
r411500,Shapoorji Pallonji The Odyssey 1,South Mumbai,https://www.squareyards.com/mumbai-residential-property/shapoorji-pallonji-the-odyssey/228449/project
r322869,Anantnath And Forever City,Thane Outskirts,https://www.squareyards.com/thane-residential-property/anantnath-and-forever-city/10906/project
r426337,M Soul Strings,Pune West,https://www.squareyards.com/pune-residential-property/malpani-m-soul-strings/246986/project
r270000,Eureka Park By Tata Value Homes,Noida,https://www.squareyards.com/noida-residential-property/tata-eureka-park/10953/project
r424359,Kohinoor Uptown Avenue,Pune West,https://www.squareyards.com/pune-residential-property/kohinoor-uptown-avenue/245760/project
r329969,Swargaseema Sirulaseema I,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/swargaseema-suketana/226882/project
r407293,Primark Inspira,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/narenn-primark-inspira/229174/project
r416812,Siddha Serena,Kolkata East,https://www.squareyards.com/kolkata-residential-property/siddha-serena/243794/project
r407622,Airport Sky City,Kolkata North,https://www.squareyards.com/kolkata-residential-property/jupiter-airport-sky-city/227116/project
r400423,Vaanya,Kolkata East,https://www.squareyards.com/kolkata-residential-property/ps-vaanya/211024/project
r412704,Green View Residency,Kolkata South,https://www.squareyards.com/bangalore-residential-property/mr-green-view/143841/project
r432596,VKG Dev Bhumi,Indore,https://www.squareyards.com/mumbai-residential-property/vkg-centurion/190402/project
r418615,Edmont Aurelia,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/sheth-edmont-aurelia/234701/project
r395189,Swapnabhumi Township,Kolkata East,https://www.squareyards.com/kolkata-residential-property/swapnabhumi-integrated-township/47810/project
r415092,The Prestige City Hyderabad,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/the-prestige-city-hyderabad/234553/project
r424046,BS Vishan S Castle,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/bs-vishan-s-castle/223731/project
r423416,Sree Urban Orchids Phase 2,Bangalore East,https://www.squareyards.com/bangalore-residential-property/sree-urban-orchids/188845/project
r420301,Tarc Kailasa,West Delhi,https://www.squareyards.com/delhi-residential-property/tarc-kailasa/240026/project
r394740,Silver Oak Raipur,Raipur,https://www.squareyards.com/hyderabad-residential-property/singleton-silver-oak-residences/308825/project
r70384,Pride World City,Pune East,https://www.squareyards.com/pune-residential-property/pride-world-city-long-island/22890/project
r417023,Rohan Harita,Pune West,https://www.squareyards.com/pune-residential-property/austin-county/102036/project
r403485,K Pune,Pune West,https://www.squareyards.com/pune-residential-property/unique-k-pune/209594/project
r303861,Piramal Mahalaxmi,South Mumbai,https://www.squareyards.com/mumbai-residential-property/piramal-mahalaxmi/10037/project
r399116,Harbans Park,Nagpur,https://www.squareyards.com/zirakpur-residential-property/green-valley-heights/105256/project
r408929,ABD Pride,Nasik,https://www.squareyards.com/pune-residential-property/primal-pride/233743/project
r396842,Orchid IVY Floors,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/orchid-ivy-floors/113271/project
r427272,Sanjeevini Aarna,Bangalore East,https://www.squareyards.com/bangalore-residential-property/sanjeevini-aarna/148428/project
r256111,Sobha City,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/sobha-city-gurgaon/8365/project
r429991,Cellesta,Kolkata North,https://www.squareyards.com/kolkata-residential-property/shriji-cellesta/248628/project
r23690,DLF New Town Heights 2,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/dlf-new-town-heights-ii/156/project
r399658,Iris by Raghava,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/raghava-iris/188667/project
r418941,GPS Meena Aurum phase 3,Kolkata East,https://www.squareyards.com/kolkata-residential-property/diamond-navya/230972/project
r420088,Harmony Blossoms,Chennai South,https://www.squareyards.com/pune-residential-property/kalpataru-blossoms/324065/project
r334441,Pratham Yash Vrindavan,Pune North,https://www.squareyards.com/pune-residential-property/pratham-stella-regency/209462/project
r334919,GP Aditya,Bangalore South,https://www.squareyards.com/bangalore-residential-property/gp-aditya/102748/project
r425244,Bhoomi Serenity,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/gajra-bhoomi-serenity/246194/project
r414298,Vasavi Sarovar,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/vasavi-sarovar/230379/project
r432564,ASBL Landmark,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/asbl-landmark/308538/project
r428750,Vivan Heights,Central Mumbai,https://www.squareyards.com/mumbai-residential-property/goregaon-vivan/188868/project
r425841,The Ridges 41,Pune West,https://www.squareyards.com/pune-residential-property/paranjape-blue-ridge/24446/project
r433250,Rohan Saroha,Pune West,https://www.squareyards.com/pune-residential-property/rohan-saroha/251914/project
r71855,The Prestige City,Central Mumbai,https://www.squareyards.com/mumbai-residential-property/the-prestige-city/152232/project
r423946,Ganguly 4 Sight Florence Phase 3,Kolkata South,https://www.squareyards.com/kolkata-residential-property/rajwada-estate-phase-2/5130/project
r418960,GTK Eden Garden,Chennai South,https://www.squareyards.com/chennai-residential-property/pillars-archana-nagar-extension/159680/project
r368086,GKs Zenith,Secunderabad,https://www.squareyards.com/hyderabad-residential-property/gks-zenith/113581/project
r397177,Tattvam,Kolkata North,https://www.squareyards.com/kolkata-residential-property/tamopaha-visaaya/247729/project
r62469,Midori Towers,Pune West,https://www.squareyards.com/pune-residential-property/vikram-midori-towers/22476/project
r407059,Priva,Kolkata East,https://www.squareyards.com/kolkata-residential-property/rishi-pranaya-phase-i/11370/project
r410501,GP Homes Valencia Ruby,Chennai North,https://www.squareyards.com/chennai-residential-property/saagar-shyams-sankalpa/251716/project
r6670,Ireo The Corridors,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/ireo-the-corridors/309/project
r398366,Dashmesh Empire,Thane Outskirts,https://www.squareyards.com/thane-residential-property/poddar-housing-samruddhi-evergreens/3455/project
r267281,SBP City of Dreams,Mohali,https://www.squareyards.com/chandigarh-residential-property/sbp-city-of-dreams/108671/project
r332999,Mega Sarovar,Vijayawada,https://www.squareyards.com/vijayawada-residential-property/mega-sarovar/102857/project
r416320,Sumadhura Sushantham Phase 2,Bangalore North,https://www.squareyards.com/bangalore-residential-property/sumadhura-sushantham/100032/project
r306817,Concorde Hill Crest,Bangalore North,https://www.squareyards.com/bangalore-residential-property/concorde-hill-crest/102108/project
r393393,Sahjanand Safal,Gandhinagar,https://www.squareyards.com/ahmedabad-residential-property/ahad-anaya-residency/250990/project
r206111,Windsor Troika,Bangalore South,https://www.squareyards.com/bangalore-residential-property/windsor-troika/16731/project
r390246,Candeur Crescent,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/candeur-crescent/157913/project
r293775,S B Skanda Lake Front,Bangalore South,https://www.squareyards.com/bangalore-residential-property/premier-elite/145832/project
r425506,Casagrand Amor,Bangalore South,https://www.squareyards.com/bangalore-residential-property/casagrand-amor/246140/project
r384290,Godrej Park Retreat,Bangalore East,https://www.squareyards.com/bangalore-residential-property/godrej-park-retreat/115887/project
r433762,Opus 96,Chennai South,https://www.squareyards.com/hyderabad-residential-property/karni-opus/223477/project
r435509,Kalpataru Blossoms,Pune South,https://www.squareyards.com/pune-residential-property/kalpataru-blossoms/324065/project
r429459,Kolte Patil Springshire,Pune East,https://www.squareyards.com/pune-residential-property/kolte-patil-springshire/252000/project
r383092,Birla Niyaara,South Mumbai,https://www.squareyards.com/mumbai-residential-property/birla-niyaara/113859/project
r415891,Palm Amore,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/nms-palm-amore/230962/project
r257091,RKN Nakshatra Enclave,Bhopal,https://www.squareyards.com/bangalore-residential-property/allure-avani/307311/project
r393354,Amardeep Sky,Vadodara,https://www.squareyards.com/vadodara-residential-property/nysa-skydale/319003/project
r427769,Sattva Green Groves,Bangalore West,https://www.squareyards.com/bangalore-residential-property/sattva-green-groves/247757/project
r320141,Godrej Air,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/godrej-air-sector-85/10317/project
r407174,Metro Tranquil,Secunderabad,https://www.squareyards.com/hyderabad-residential-property/metro-apex/113012/project
r405003,Radhey Skye,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/radhey-skye/225598/project
r406648,PM Uplands,Indore,https://www.squareyards.com/indore-residential-property/avadh-homes/316168/project
r405172,Jains Fairmount Sri Ram Garden 2,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/jain-sri-ram-garden/29913/project
r397111,Amantran,Kolkata South,https://www.squareyards.com/kolkata-residential-property/eden-amantran/222434/project
r347199,Samruddhi Skyrise 1,Vadodara,https://www.squareyards.com/pune-residential-property/jalan-aura-county-pune/24133/project
r378542,Sophia Elanza,Kochi,https://www.squareyards.com/bangalore-residential-property/hinduja-el-jardin/30081/project
r402370,Vasavi Crown East,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/vasavi-crown-east/217337/project
r434412,Veda Vilasa Villaments,Bangalore West,https://www.squareyards.com/bangalore-residential-property/sai-veda-vilasa/308918/project
r375399,Ira Miracle,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/ira-miracle/112056/project
r294215,Arihant Aspire,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/arihant-aspire/10043/project
r415650,Eldeco La Vida Bella,Greater Noida,https://www.squareyards.com/greater-noida-residential-property/eldeco-la-vida-bella/247493/project
r379918,Nimbus Express Park View 2 Low Rise,Greater Noida,https://www.squareyards.com/greater-noida-residential-property/nimbus-express-park-view-ii/1187/project
r341763,Escon Primera,Chandigarh,https://www.squareyards.com/zirakpur-residential-property/malwa-escon-primera/108814/project
r403911,Aarya Essenzaa 2,Vadodara,https://www.squareyards.com/mumbai-residential-property/lodha-augusta/6281/project
r428685,MP Golden Heights,Chennai West,https://www.squareyards.com/chennai-residential-property/sri-citys-metro-city-plots/77989/project
r410183,Natures Cove,South Goa,https://www.squareyards.com/bangalore-residential-property/assetz-canvas-and-cove/100604/project
r394748,Adish Aradhra,Bangalore South,https://www.squareyards.com/bangalore-residential-property/millennium-valley-villa/19773/project
r429182,The Olympia,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/kalpana-the-olympia/251900/project
r4382,Rustomjee La Vie,Thane,https://www.squareyards.com/thane-residential-property/rustomjee-la-vie/227859/project
r374312,Godrej Woods,Noida,https://www.squareyards.com/noida-residential-property/godrej-woods/30231/project
r22804,Pareena Mi Casa,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/pareena-micasa/87893/project
r395807,Praneeth Pranav Solitaire,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/praneeth-pranav-solitaire/112981/project
r399693,Oswal Orchard Amritaya,Kolkata North,https://www.squareyards.com/kolkata-residential-property/oswal-orchard-amritaya/203031/project
r414547,Swargaseema S Suketana,Nalgonda,https://www.squareyards.com/hyderabad-residential-property/swargaseema-suketana/226882/project
r422868,DS Max Sky Samurai,Bangalore East,https://www.squareyards.com/bangalore-residential-property/ds-max-sky-samurai/244584/project
r433805,DS MAX Sky Sisira,Bangalore North,https://www.squareyards.com/bangalore-residential-property/ds-max-sky-sisira/323726/project
r975,NCC Urban One,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/ncc-urban-one/4458/project
r438217,BB Utsav,Guwahati,https://www.squareyards.com/zirakpur-residential-property/sushma-metropol/113780/project
r389667,Godrej Ascend,Thane,https://www.squareyards.com/thane-residential-property/godrej-ascend/149018/project
r395388,Avant Heritage,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/avant-heritage/5907/project
r391738,Sattva Aeropolis,Bangalore North,https://www.squareyards.com/bangalore-residential-property/salarpuria-sattva-aeropolis/151032/project
r347961,Pallavi Gardenia,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/pallavi-gardenia/103955/project
r325929,Royal Arcade Kondhwa,Pune South,https://www.squareyards.com/pune-residential-property/shiv-samruddhi/23156/project
r426565,Podar Avanta Heights,South Mumbai,https://www.squareyards.com/mumbai-residential-property/podar-avanta-heights/247115/project
r168271,Sheth Montana,Central Mumbai,https://www.squareyards.com/mumbai-residential-property/sheth-montana/5386/project
r270058,Aishwaryam Hamara Abhimaan,Pune North,https://www.squareyards.com/pune-residential-property/sai-essen-aishwaryam-hamara-abhimaan/11335/project
r391947,Ananyas AA Garden,Coimbatore,https://www.squareyards.com/coimbatore-residential-property/rs-breeze-brindavanam/317352/project
r419140,Chamundeeswary Chang Royale,Chennai South,https://www.squareyards.com/chennai-residential-property/abhinav-kailash/247402/project
r413420,Geethikas Ensconsia,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/geethika-ensconsia/232364/project
r378617,Suchirindia The Tales of Greek,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/suchirindia-the-tales-of-greek/109005/project
r743,Logix Blossom County,Noida,https://www.squareyards.com/noida-residential-property/logix-blossom-county/542/project
r437304,Samsara Ivana,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/adani-samsara-ivana/324662/project
r422862,Raymond The Address by GS,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/raymond-the-address-by-gs/244596/project
r402921,Kiran Swastik,Pune West,https://www.squareyards.com/pune-residential-property/kiran-swastik/210762/project
r336331,ATS Destinaire,Greater Noida,https://www.squareyards.com/greater-noida-residential-property/ats-destinaire/10912/project
r413990,Rohan Ekam,Pune West,https://www.squareyards.com/pune-residential-property/rohan-ekam/229491/project
r417100,Lodha Riservo,Central Mumbai,https://www.squareyards.com/mumbai-residential-property/lodha-riservo/234355/project
r1363,Kolte Patil Life Republic,Pune West,https://www.squareyards.com/pune-residential-property/kolte-patil-life-republic/2187/project
r328277,Nirala Estate Phase 2,Greater Noida,https://www.squareyards.com/greater-noida-residential-property/nirala-estate-ii/20617/project
r418259,Rajapushpa Aurelia,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/rajapushpa-aurelia/234387/project
r395182,Sunshine Vihaan,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/sunshine-vihaan/190396/project
r378131,M3M Soulitude,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/m3m-soulitude/106807/project
r310237,Vajra Towers,Bhopal,https://www.squareyards.com/hyderabad-residential-property/vajra-nature-city/104072/project
r422569,Jains Central Park East,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/jain-central-park-east-and-rnk-capital-park/242170/project
r430372,Godrej River Crest,Pune East,https://www.squareyards.com/pune-residential-property/godrej-river-crest/306823/project
r387488,Radhey Raaga,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/radhey-raaga/129796/project
r345245,Alcove New Kolkata Sangam,Hooghly,https://www.squareyards.com/kolkata-residential-property/alcove-new-kolkata-sangam/111379/project
r379240,Provident Sunworth City,Bangalore West,https://www.squareyards.com/bangalore-residential-property/provident-sunworth/1606/project
r395307,Merlin Avana,Kolkata South,https://www.squareyards.com/kolkata-residential-property/merlin-avana/171108/project
r401373,MP Rudra,Chennai South,https://www.squareyards.com/guwahati-residential-property/dishant-tower/309974/project
r411745,Anuhar Gautami Heights,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/anuhar-gautami-heights/227790/project
r401563,Officers Enclave,Nagpur,https://www.squareyards.com/greater-noida-residential-property/tata-steel-officers-enclave/88372/project
r422695,Vishwa The Butterfly,Pune North,https://www.squareyards.com/pune-residential-property/four-northend-tower/113395/project
r114901,Pethkar Siyona,Pune West,https://www.squareyards.com/pune-residential-property/pethkar-siyona/22660/project
r384377,Pramukh Aristo,Vapi,https://www.squareyards.com/mumbai-residential-property/runwal-timeless/104724/project
r415825,Purti The Varanda,Kolkata North,https://www.squareyards.com/kolkata-residential-property/purti-the-varanda/231906/project
r339427,Rishi Pranaya,Kolkata East,https://www.squareyards.com/kolkata-residential-property/rishi-pranaya-phase-i/11370/project
r393562,Polaris Casarica,Gandhinagar,https://www.squareyards.com/ahmedabad-residential-property/rehvassa-sofitel/248462/project
r396679,Jupiter Homes,Bangalore East,https://www.squareyards.com/bangalore-residential-property/jupiter-homes/207075/project
r920,Lodha World Towers,South Mumbai,https://www.squareyards.com/mumbai-residential-property/lodha-world-one/2801/project
r429185,Narmada residency,Nagpur,https://www.squareyards.com/pune-residential-property/kotibhaskar-gomati-narmada-chsl/233911/project
r428296,Blueroof Sylva,Pune West,https://www.squareyards.com/pune-residential-property/ss-blueroof-sylva/248126/project
r410631,M3M The Cullinan,Noida,https://www.squareyards.com/noida-residential-property/m3m-the-cullinan/224290/project
r381402,Sejal Siddha Sky,South Mumbai,https://www.squareyards.com/mumbai-residential-property/siddha-sky/10986/project
r378115,Hallmark Skyrena,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/hallmark-skyrena/111070/project
r426534,Mount Brook And Lake,Ahmedabad North,https://www.squareyards.com/ahmedabad-residential-property/west-urbana/5755/project
r404070,DLF The Arbour,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/dlf-the-arbour/214735/project
r382236,Merlin Rise,Kolkata East,https://www.squareyards.com/kolkata-residential-property/merlin-rise/115420/project
r371092,ASBL Spire,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/asbl-spire/103929/project
r423305,DAC House of Palisade,Chennai South,https://www.squareyards.com/chennai-residential-property/khurinji-green-woods/83028/project
r436831,MC Palazzo,Bangalore East,https://www.squareyards.com/bangalore-residential-property/mc-fortune/102933/project
r424564,Atithi Prime,Ahmedabad East,https://www.squareyards.com/ahmedabad-residential-property/pratishtha-20/5635/project
r410958,Max Estates 128,Noida,https://www.squareyards.com/noida-residential-property/max-estate-128/225012/project
r74851,Park Royale,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/pride-park-royale/2811/project
r4904,Adani M2K Oyster Grande,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/adani-m2k-oyster-grande/220/project
r433766,Prudent Krishna Manohar Pride,Bangalore East,https://www.squareyards.com/mumbai-residential-property/kalpataru-virtus/307027/project
r433627,NM Avantikaa,Chennai South,https://www.squareyards.com/greater-noida-residential-property/akj-gokul-dham/187235/project
r391681,Sunteck Beach Residences,Beyond Mira Road,https://www.squareyards.com/palghar-residential-property/sunteck-beach-residences/160389/project
r370898,The Highlands Godrej City,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/godrej-the-highlands/101906/project
r5452,Eros Sampoornam,Greater Noida,https://www.squareyards.com/greater-noida-residential-property/eros-sampoornam/852/project
r433353,Aavas Park Avenue,Jaipur,https://www.squareyards.com/jaipur-residential-property/shubhashish-ram-awas-bhankrota/248598/project
r405502,VVIP Namah,Ghaziabad,https://www.squareyards.com/ghaziabad-residential-property/vvip-namah/231025/project
r426926,Casagrand Vivacity,Bangalore South,https://www.squareyards.com/bangalore-residential-property/casagrand-vivacity/247214/project
r435550,Vijaya Sun Shine Apartment,Chennai West,https://www.squareyards.com/chennai-residential-property/the-metrozone/77450/project
r13344,Lodha The Park,South Mumbai,https://www.squareyards.com/mumbai-residential-property/lodha-the-park/27816/project
r367231,Vihaana Grandeur,Visakhapatnam,https://www.squareyards.com/hyderabad-residential-property/sunshine-vihaan/190396/project
r85425,Shanta Sriram Brookwoods,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/shanta-sriram-brook-woods/13186/project
r172717,Fortune Heights,Kolkata North,https://www.squareyards.com/kolkata-residential-property/fortune-heights-barasat/217386/project
r337519,Risland The Ace,Chennai South,https://www.squareyards.com/chennai-residential-property/risland-the-ace/101867/project
r367139,Hallmark Sunnyside,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/hallmark-sunnyside/101296/project
r430528,Celebrity MS Gardenia,Bangalore South,https://www.squareyards.com/bangalore-residential-property/dlf-woodland-heights/15429/project
r423508,Dream Delmont,Pune West,https://www.squareyards.com/pune-residential-property/dream-delmont/244428/project
r421713,Siddha Sky Blu,Kolkata East,https://www.squareyards.com/kolkata-residential-property/siddha-sky-blu/246630/project
r369372,Om Sree Heights,Secunderabad,https://www.squareyards.com/hyderabad-residential-property/om-sree-brilliance/104017/project
r426003,Kesineni Northscape,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/kesineni-northscape/247170/project
r408739,Pranava East Crest,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/pranava-east-crest/242177/project
r432506,Nambiar District 25,Bangalore East,https://www.squareyards.com/bangalore-residential-property/nambiar-district-25/324750/project
r390062,JB Galaxy Fountain Park,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/jb-galaxy-fountain-park/177291/project
r106169,Eternia by Oberoi Realty,Central Mumbai,https://www.squareyards.com/mumbai-residential-property/oberoi-realty-enigma-and-eternia/2813/project
r269423,Tirupati Paradise,Varanasi,https://www.squareyards.com/varanasi-residential-property/tirupati-paradise-varanasi/246205/project
r324729,Om Sky City,Hooghly,https://www.squareyards.com/kolkata-residential-property/siddha-eden-lakeville/4874/project
r402881,SNR Safa,Bangalore East,https://www.squareyards.com/bangalore-residential-property/snr-safa/212076/project
r411431,Emaar Urban Oasis,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/emaar-urban-oasis/229603/project
r129601,DLF The Camellias,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/dlf-the-camellias/358/project
r432489,Sri Sai Nandana Royal,Bangalore South,https://www.squareyards.com/bangalore-residential-property/sai-nandana-south-avenue/202779/project
r260680,UKn The Belvedere Airport District,Bangalore North,https://www.squareyards.com/bangalore-residential-property/ukn-the-belvedere/17103/project
r293745,Sona Vistaas,Bangalore South,https://www.squareyards.com/bangalore-residential-property/sona-vistaas/103200/project
r426693,Anvita High 9,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/anvita-high-9/248839/project
r425974,Rashmi Horizon Heights,Beyond Mira Road,https://www.squareyards.com/palghar-residential-property/lodha-dreams-heights/27647/project
r433268,Arkha Sanctuary,Bangalore South,https://www.squareyards.com/bangalore-residential-property/arkha-sanctuary/308804/project
r264023,Hiranandani Fortune City,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/hiranandani-fortune-city/8612/project
r386131,Venkatesh Erandwane Central,Pune Central,https://www.squareyards.com/pune-residential-property/venkatesh-erandwane-central/158009/project
r342591,JCSV Pride,Bangalore South,https://www.squareyards.com/bangalore-residential-property/jcsv-pride/220704/project
r422937,Krisumi Waterside Residences,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/krisumi-waterside-residences/247870/project
r43934,Signature Island,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/sunteck-signature-island/29247/project
r32740,Ideal AquaView,Kolkata East,https://www.squareyards.com/kolkata-residential-property/ideal-aquaview/7502/project
r433814,Godrej Miraya,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/godrej-miraya/308898/project
r8648,Rustomjee Seasons,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/rustomjee-seasons/6623/project
r420145,Signature Ganesh Dham,Central Mumbai,https://www.squareyards.com/mumbai-residential-property/shirodkar-ganesh-dham/236654/project
r420796,Amardeep Harmony,Vadodara,https://www.squareyards.com/vadodara-residential-property/nysa-skydale/319003/project
