XID,Project,Phase,Configuration,List Item,Price
328903,L and T Seawoods Residences,3,"2 BHK Apartment
2.46 Cr - 2.62 Cr",770 SQ.FT,₹ 2.46 Cr
328903,L and T Seawoods Residences,3,"2 BHK Apartment
2.46 Cr - 2.62 Cr",820 SQ.FT,₹ 2.62 Cr
328903,L and T Seawoods Residences,3,"3 BHK Apartment
3.45 Cr - 3.96 Cr",1080 SQ.FT,₹ 3.45 Cr
328903,L and T Seawoods Residences,3,"3 BHK Apartment
3.45 Cr - 3.96 Cr",1105 SQ.FT,₹ 3.53 Cr
328903,L and T Seawoods Residences,3,"3 BHK Apartment
3.45 Cr - 3.96 Cr",1165 SQ.FT,₹ 3.72 Cr
328903,L and T Seawoods Residences,3,"3 BHK Apartment
3.45 Cr - 3.96 Cr",1240 SQ.FT,₹ 3.96 Cr
153,KLJ Greens,1,"2 BHK Apartment
61.75 L",1343 SQ.FT,₹ 61.75 L
153,KLJ Greens,1,"2.5 BHK Apartment
58.81 L - 63.77 L",1279 SQ.FT,₹ 58.81 L
153,KLJ Greens,1,"2.5 BHK Apartment
58.81 L - 63.77 L",1387 SQ.FT,₹ 63.77 L
153,KLJ Greens,1,"3 BHK Apartment
73.66 L - 81.39 L",1602 SQ.FT,₹ 73.66 L
153,KLJ Greens,1,"3 BHK Apartment
73.66 L - 81.39 L",1666 SQ.FT,₹ 76.6 L
153,KLJ Greens,1,"3 BHK Apartment
73.66 L - 81.39 L",1675 SQ.FT,₹ 77.02 L
153,KLJ Greens,1,"3 BHK Apartment
73.66 L - 81.39 L",1707 SQ.FT,₹ 78.49 L
153,KLJ Greens,1,"3 BHK Apartment
73.66 L - 81.39 L",1710 SQ.FT,₹ 78.63 L
153,KLJ Greens,1,"3 BHK Apartment
73.66 L - 81.39 L",1770 SQ.FT,₹ 81.39 L
153,KLJ Greens,1,"3.5 BHK Apartment
79.09 L",1720 SQ.FT,₹ 79.09 L
153,KLJ Greens,1,"4 BHK Apartment
98.4 L - 1.08 Cr",2140 SQ.FT,₹ 98.4 L
153,KLJ Greens,1,"4 BHK Apartment
98.4 L - 1.08 Cr",2141 SQ.FT,₹ 98.44 L
153,KLJ Greens,1,"4 BHK Apartment
98.4 L - 1.08 Cr",2339 SQ.FT,₹ 1.08 Cr
294215,Arihant Aspire,1,1 BHK Apartment,335 SQ.FT,"₹ 50.0 L
i"
294215,Arihant Aspire,1,1 BHK Apartment,335 SQ.FT,₹ 43.55 L
294215,Arihant Aspire,1,1 BHK Apartment,365 SQ.FT,₹ 47.44 L
294215,Arihant Aspire,1,1 BHK Apartment,333 SQ.FT,₹ 55.17 L
294215,Arihant Aspire,1,1 BHK Apartment,365 SQ.FT,₹ 60.47 L
294215,Arihant Aspire,1,1 BHK Apartment,400 SQ.FT,Price on Request
294215,Arihant Aspire,1,1 BHK Apartment,450 SQ.FT,Price on Request
294215,Arihant Aspire,1,2 BHK Apartment,489 SQ.FT,"₹ 80.0 L
i"
294215,Arihant Aspire,1,2 BHK Apartment,607 SQ.FT,"₹ 99.3 L
i"
294215,Arihant Aspire,1,2 BHK Apartment,570 SQ.FT,₹ 74.09 L
294215,Arihant Aspire,1,2 BHK Apartment,600 SQ.FT,Price on Request
294215,Arihant Aspire,1,2 BHK Apartment,650 SQ.FT,Price on Request
294215,Arihant Aspire,1,2 BHK Apartment,732 SQ.FT,Price on Request
294215,Arihant Aspire,1,2 BHK Apartment,765 SQ.FT,₹ 1.31 Cr
294215,Arihant Aspire,1,3 BHK Apartment,900 SQ.FT,Price on Request
294215,Arihant Aspire,1,3 BHK Apartment,950 SQ.FT,Price on Request
399000,ATS Bonheur Avenue,1,"Plot
1.55 Cr - 1.81 Cr",1165 SQ.FT,₹ 1.55 Cr
399000,ATS Bonheur Avenue,1,"Plot
1.55 Cr - 1.81 Cr",1249 SQ.FT,₹ 1.67 Cr
399000,ATS Bonheur Avenue,1,"Plot
1.55 Cr - 1.81 Cr",1285 SQ.FT,₹ 1.71 Cr
399000,ATS Bonheur Avenue,1,"Plot
1.55 Cr - 1.81 Cr",1286 SQ.FT,₹ 1.71 Cr
399000,ATS Bonheur Avenue,1,"Plot
1.55 Cr - 1.81 Cr",1355 SQ.FT,₹ 1.81 Cr
400534,Amolik Aster Woods,1,"Plot
70.03 L - 1.33 Cr",854 SQ.FT,₹ 70.03 L
400534,Amolik Aster Woods,1,"Plot
70.03 L - 1.33 Cr",900 SQ.FT,₹ 73.8 L
400534,Amolik Aster Woods,1,"Plot
70.03 L - 1.33 Cr",954 SQ.FT,₹ 78.23 L
400534,Amolik Aster Woods,1,"Plot
70.03 L - 1.33 Cr",955 SQ.FT,₹ 78.31 L
400534,Amolik Aster Woods,1,"Plot
70.03 L - 1.33 Cr",1125 SQ.FT,₹ 92.25 L
400534,Amolik Aster Woods,1,"Plot
70.03 L - 1.33 Cr",1395 SQ.FT,₹ 1.14 Cr
400534,Amolik Aster Woods,1,"Plot
70.03 L - 1.33 Cr",1614 SQ.FT,₹ 1.32 Cr
400534,Amolik Aster Woods,1,"Plot
70.03 L - 1.33 Cr",1620 SQ.FT,₹ 1.33 Cr
371039,Bhagwati Greens 2,1,2 BHK Apartment,740 SQ.FT,Price on Request
371039,Bhagwati Greens 2,1,3 BHK Apartment,1100 SQ.FT,Price on Request
371039,Bhagwati Greens 2,2,"2 BHK Apartment
2.42 Cr - 2.95 Cr",1120 SQ.FT,₹ 2.42 Cr
371039,Bhagwati Greens 2,2,"2 BHK Apartment
2.42 Cr - 2.95 Cr",1350 SQ.FT,₹ 2.92 Cr
371039,Bhagwati Greens 2,2,"2 BHK Apartment
2.42 Cr - 2.95 Cr",1365 SQ.FT,₹ 2.95 Cr
371039,Bhagwati Greens 2,2,"3 BHK Apartment
4.31 Cr - 4.91 Cr",1995 SQ.FT,₹ 4.31 Cr
371039,Bhagwati Greens 2,2,"3 BHK Apartment
4.31 Cr - 4.91 Cr",2030 SQ.FT,₹ 4.39 Cr
371039,Bhagwati Greens 2,2,"3 BHK Apartment
4.31 Cr - 4.91 Cr",2050 SQ.FT,₹ 4.43 Cr
371039,Bhagwati Greens 2,2,"3 BHK Apartment
4.31 Cr - 4.91 Cr",2270 SQ.FT,₹ 4.91 Cr
331815,One Akshar,1,4 BHK Apartment,1197 SQ.FT,₹ 9.05 Cr
331815,One Akshar,1,4 BHK Apartment,1357 SQ.FT,₹ 10.68 Cr
331815,One Akshar,1,4 BHK Apartment,1499 SQ.FT,₹ 10.99 Cr
331815,One Akshar,1,4 BHK Apartment,1785 SQ.FT,₹ 11.55 Cr
331815,One Akshar,1,4 BHK Apartment,1786 SQ.FT,₹ 12.0 Cr
331815,One Akshar,1,4 BHK Apartment,1884 SQ.FT,₹ 14.24 Cr
331815,One Akshar,1,4 BHK Apartment,1885 SQ.FT,₹ 14.25 Cr
331815,One Akshar,1,4 BHK Apartment,2087 SQ.FT,₹ 15.78 Cr
331815,One Akshar,1,4 BHK Apartment,2088 SQ.FT,₹ 15.79 Cr
331815,One Akshar,1,4 BHK Apartment,2136 SQ.FT,₹ 16.15 Cr
331815,One Akshar,1,4 BHK Apartment,2236 SQ.FT,₹ 16.91 Cr
331815,One Akshar,1,4 BHK Apartment,2237 SQ.FT,₹ 16.91 Cr
331815,One Akshar,1,4 BHK Apartment,2542 SQ.FT,Price on Request
331815,One Akshar,1,4 BHK Apartment,2607 SQ.FT,₹ 19.71 Cr
331815,One Akshar,1,4 BHK Apartment,2608 SQ.FT,₹ 19.72 Cr
331815,One Akshar,1,4 BHK Apartment,2954 SQ.FT,Price on Request
331815,One Akshar,1,4 BHK Apartment,4395 SQ.FT,Price on Request
331815,One Akshar,1,4 BHK Apartment,4825 SQ.FT,Price on Request
331815,One Akshar,1,4 BHK Apartment,4925 SQ.FT,₹ 37.24 Cr
375092,Provident Palmvista,1,"1 BHK Apartment
47 L - 56 L",395 SQ.FT,"₹ 47.0 L
i"
375092,Provident Palmvista,1,"1 BHK Apartment
47 L - 56 L",407 SQ.FT,"₹ 49.0 L
i"
375092,Provident Palmvista,1,"1 BHK Apartment
47 L - 56 L",453 SQ.FT,"₹ 56.0 L
i"
377897,Bhagwati Elysia 1,1,"1 BHK Apartment
45.5 L - 51.98 L",371 SQ.FT,₹ 45.5 L
377897,Bhagwati Elysia 1,1,"1 BHK Apartment
45.5 L - 51.98 L",424 SQ.FT,₹ 51.98 L
377897,Bhagwati Elysia 1,1,"2 BHK Apartment
55.29 L - 76.1 L",563 SQ.FT,₹ 71.39 L
377897,Bhagwati Elysia 1,1,"2 BHK Apartment
55.29 L - 76.1 L",600 SQ.FT,₹ 76.1 L
377897,Bhagwati Elysia 1,1,"2 BHK Apartment
55.29 L - 76.1 L",479 SQ.FT,₹ 55.29 L
377897,Bhagwati Elysia 1,1,"2 BHK Apartment
55.29 L - 76.1 L",495 SQ.FT,₹ 57.11 L
377897,Bhagwati Elysia 1,1,"2 BHK Apartment
55.29 L - 76.1 L",505 SQ.FT,₹ 58.27 L
377897,Bhagwati Elysia 1,1,"2 BHK Apartment
55.29 L - 76.1 L",515 SQ.FT,₹ 59.42 L
377897,Bhagwati Elysia 1,1,"3 BHK Apartment
93.47 L",896 SQ.FT,₹ 93.47 L
388006,Paradise Sai Suncity,1,"1 BHK Apartment
41.61 L - 43.54 L",430 SQ.FT,₹ 41.61 L
388006,Paradise Sai Suncity,1,"1 BHK Apartment
41.61 L - 43.54 L",434 SQ.FT,₹ 42.0 L
388006,Paradise Sai Suncity,1,"1 BHK Apartment
41.61 L - 43.54 L",450 SQ.FT,₹ 43.54 L
388006,Paradise Sai Suncity,1,"2 BHK Apartment
62.47 L - 69.38 L",646 SQ.FT,₹ 62.47 L
388006,Paradise Sai Suncity,1,"2 BHK Apartment
62.47 L - 69.38 L",654 SQ.FT,₹ 63.29 L
388006,Paradise Sai Suncity,1,"2 BHK Apartment
62.47 L - 69.38 L",717 SQ.FT,₹ 69.38 L
405789,Pacific One Pyramid,1,"2 BHK Apartment
1.8 Cr - 2 Cr",1410 SQ.FT,"₹ 1.8 Cr
i"
405789,Pacific One Pyramid,1,"2 BHK Apartment
1.8 Cr - 2 Cr",684 SQ.FT,"₹ 1.9 Cr
i"
405789,Pacific One Pyramid,1,"2 BHK Apartment
1.8 Cr - 2 Cr",758 SQ.FT,"₹ 2 Cr
i"
405789,Pacific One Pyramid,1,"3 BHK Apartment
2.75 Cr - 3.35 Cr",2040 SQ.FT,"₹ 2.75 Cr
i"
405789,Pacific One Pyramid,1,"3 BHK Apartment
2.75 Cr - 3.35 Cr",1033 SQ.FT,"₹ 2.75 Cr
i"
405789,Pacific One Pyramid,1,"3 BHK Apartment
2.75 Cr - 3.35 Cr",1260 SQ.FT,"₹ 3.35 Cr
i"
405663,Satyam Altura,1,"2 BHK Apartment
2.06 Cr - 2.15 Cr",704 SQ.FT,₹ 2.06 Cr
405663,Satyam Altura,1,"2 BHK Apartment
2.06 Cr - 2.15 Cr",734 SQ.FT,₹ 2.15 Cr
405663,Satyam Altura,1,"3 BHK Apartment
3.5 Cr - 3.8 Cr",1194 SQ.FT,₹ 3.5 Cr
405663,Satyam Altura,1,"3 BHK Apartment
3.5 Cr - 3.8 Cr",1297 SQ.FT,₹ 3.8 Cr
374312,Godrej Woods,1,"2 BHK Apartment
1.97 Cr",1053 SQ.FT,₹ 1.97 Cr
374312,Godrej Woods,1,"4 BHK Apartment
6.28 Cr",3360 SQ.FT,₹ 6.28 Cr
374312,Godrej Woods,1,"5 BHK Apartment
7.03 Cr",3760 SQ.FT,₹ 7.03 Cr
330597,Signature Global Park,1,"2 BHK Apartment
62.1 L - 79.17 L",746 SQ.FT,₹ 62.1 L
330597,Signature Global Park,1,"2 BHK Apartment
62.1 L - 79.17 L",823 SQ.FT,₹ 68.51 L
330597,Signature Global Park,1,"2 BHK Apartment
62.1 L - 79.17 L",845 SQ.FT,₹ 70.35 L
330597,Signature Global Park,1,"2 BHK Apartment
62.1 L - 79.17 L",951 SQ.FT,₹ 79.17 L
330597,Signature Global Park,1,"3 BHK Apartment
89.99 L - 1.2 Cr",1081 SQ.FT,₹ 89.99 L
330597,Signature Global Park,1,"3 BHK Apartment
89.99 L - 1.2 Cr",1154 SQ.FT,₹ 96.07 L
330597,Signature Global Park,1,"3 BHK Apartment
89.99 L - 1.2 Cr",1210 SQ.FT,₹ 1.01 Cr
330597,Signature Global Park,1,"3 BHK Apartment
89.99 L - 1.2 Cr",1440 SQ.FT,₹ 1.2 Cr
743,Logix Blossom County,1,"2 BHK Apartment
83.76 L - 1 Cr",900 SQ.FT,₹ 83.76 L
743,Logix Blossom County,1,"2 BHK Apartment
83.76 L - 1 Cr",920 SQ.FT,₹ 85.62 L
743,Logix Blossom County,1,"2 BHK Apartment
83.76 L - 1 Cr",990 SQ.FT,₹ 92.14 L
743,Logix Blossom County,1,"2 BHK Apartment
83.76 L - 1 Cr",1075 SQ.FT,₹ 1.0 Cr
743,Logix Blossom County,1,"2.5 BHK Apartment
1.07 Cr - 1.26 Cr",1145 SQ.FT,₹ 1.07 Cr
743,Logix Blossom County,1,"2.5 BHK Apartment
1.07 Cr - 1.26 Cr",1150 SQ.FT,₹ 1.07 Cr
743,Logix Blossom County,1,"2.5 BHK Apartment
1.07 Cr - 1.26 Cr",1275 SQ.FT,₹ 1.19 Cr
743,Logix Blossom County,1,"2.5 BHK Apartment
1.07 Cr - 1.26 Cr",1350 SQ.FT,₹ 1.26 Cr
743,Logix Blossom County,1,"3 BHK Apartment
1.47 Cr - 1.56 Cr",1575 SQ.FT,₹ 1.47 Cr
743,Logix Blossom County,1,"3 BHK Apartment
1.47 Cr - 1.56 Cr",1675 SQ.FT,₹ 1.56 Cr
743,Logix Blossom County,1,"4 BHK Apartment
1.75 Cr - 2.21 Cr",1875 SQ.FT,₹ 1.75 Cr
743,Logix Blossom County,1,"4 BHK Apartment
1.75 Cr - 2.21 Cr",2375 SQ.FT,₹ 2.21 Cr
378131,M3M Soulitude,1,"2.5 BHK Apartment
1.33 Cr",1105 SQ.FT,₹ 1.33 Cr
378131,M3M Soulitude,1,"3.5 BHK Apartment
1.71 Cr",1423 SQ.FT,₹ 1.71 Cr
405502,VVIP Namah,1,"3 BHK Apartment
1.42 Cr - 1.73 Cr",1635 SQ.FT,₹ 1.42 Cr
405502,VVIP Namah,1,"3 BHK Apartment
1.42 Cr - 1.73 Cr",1650 SQ.FT,₹ 1.44 Cr
405502,VVIP Namah,1,"3 BHK Apartment
1.42 Cr - 1.73 Cr",1985 SQ.FT,₹ 1.73 Cr
405502,VVIP Namah,1,"3.5 BHK Apartment
1.71 Cr - 1.72 Cr",1970 SQ.FT,₹ 1.71 Cr
405502,VVIP Namah,1,"3.5 BHK Apartment
1.71 Cr - 1.72 Cr",1980 SQ.FT,₹ 1.72 Cr
405502,VVIP Namah,1,"4 BHK Apartment
2.7 Cr",3105 SQ.FT,₹ 2.7 Cr
414339,Experion Elements,1,"3 BHK Apartment
5.52 Cr",2975 SQ.FT,₹ 5.52 Cr
414339,Experion Elements,1,"4 BHK Apartment
6.55 Cr",3530 SQ.FT,₹ 6.55 Cr
376075,Wave Veridia Oakwood Enclave,1,"4 BHK Apartment
1.6 Cr",2385 SQ.FT,₹ 1.6 Cr
376075,Wave Veridia Oakwood Enclave,1,"5 BHK Duplex
2.6 Cr",4089 SQ.FT,₹ 2.6 Cr
404772,Central Park The Orchard,1,3 BHK Apartment,1340 SQ.FT,Price on Request
404772,Central Park The Orchard,1,3 BHK Apartment,1351 SQ.FT,Price on Request
404772,Central Park The Orchard,1,3 BHK Apartment,1455 SQ.FT,Price on Request
404772,Central Park The Orchard,1,3 BHK Apartment,2098 SQ.FT,Price on Request
404772,Central Park The Orchard,1,3 BHK Apartment,2129 SQ.FT,₹ 4.0 Cr
404772,Central Park The Orchard,1,3 BHK Apartment,2327 SQ.FT,Price on Request
404772,Central Park The Orchard,1,4 BHK Apartment,2671 SQ.FT,Price on Request
404772,Central Park The Orchard,1,4 BHK Apartment,4150 SQ.FT,Price on Request
390137,Tulip Monsella,1,"3 BHK Apartment
7.47 Cr - 7.52 Cr",2874 SQ.FT,₹ 7.47 Cr
390137,Tulip Monsella,1,"3 BHK Apartment
7.47 Cr - 7.52 Cr",2892 SQ.FT,₹ 7.52 Cr
390137,Tulip Monsella,1,"4 BHK Apartment
9.58 Cr",3684 SQ.FT,₹ 9.58 Cr
390137,Tulip Monsella,1,"5 BHK Apartment
11.71 Cr",4503 SQ.FT,₹ 11.71 Cr
403842,Adani Samsara Avasa,1,"4 BHK Apartment
4.36 Cr - 8.38 Cr",1361 SQ.FT,₹ 4.36 Cr
403842,Adani Samsara Avasa,1,"4 BHK Apartment
4.36 Cr - 8.38 Cr",1367 SQ.FT,₹ 4.37 Cr
403842,Adani Samsara Avasa,1,"4 BHK Apartment
4.36 Cr - 8.38 Cr",1421 SQ.FT,₹ 4.55 Cr
403842,Adani Samsara Avasa,1,"4 BHK Apartment
4.36 Cr - 8.38 Cr",1476 SQ.FT,₹ 4.72 Cr
403842,Adani Samsara Avasa,1,"4 BHK Apartment
4.36 Cr - 8.38 Cr",1484 SQ.FT,₹ 4.75 Cr
403842,Adani Samsara Avasa,1,"4 BHK Apartment
4.36 Cr - 8.38 Cr",1519 SQ.FT,₹ 4.86 Cr
403842,Adani Samsara Avasa,1,"4 BHK Apartment
4.36 Cr - 8.38 Cr",1664 SQ.FT,₹ 5.32 Cr
403842,Adani Samsara Avasa,1,"4 BHK Apartment
4.36 Cr - 8.38 Cr",1814 SQ.FT,₹ 5.8 Cr
403842,Adani Samsara Avasa,1,"4 BHK Apartment
4.36 Cr - 8.38 Cr",1820 SQ.FT,₹ 5.82 Cr
403842,Adani Samsara Avasa,1,"4 BHK Apartment
4.36 Cr - 8.38 Cr",2089 SQ.FT,₹ 6.68 Cr
403842,Adani Samsara Avasa,1,"4 BHK Apartment
4.36 Cr - 8.38 Cr",2620 SQ.FT,₹ 8.38 Cr
319819,Shapoorji Pallonji Joyville Gurugram,1,"2 BHK Apartment
1.5 Cr - 2 Cr",915 SQ.FT,"₹ 1.5 Cr
i"
319819,Shapoorji Pallonji Joyville Gurugram,1,"2 BHK Apartment
1.5 Cr - 2 Cr",1215 SQ.FT,"₹ 1.8 Cr
i"
319819,Shapoorji Pallonji Joyville Gurugram,1,"2 BHK Apartment
1.5 Cr - 2 Cr",1368 SQ.FT,"₹ 2 Cr
i"
319819,Shapoorji Pallonji Joyville Gurugram,1,"3 BHK Apartment
2.5 Cr - 2.55 Cr",1692 SQ.FT,"₹ 2.5 Cr
i"
319819,Shapoorji Pallonji Joyville Gurugram,1,"3 BHK Apartment
2.5 Cr - 2.55 Cr",1852 SQ.FT,"₹ 2.55 Cr
i"
319819,Shapoorji Pallonji Joyville Gurugram,1,"4 BHK Apartment
3.1 Cr - 3.25 Cr",2162 SQ.FT,"₹ 3.1 Cr
i"
319819,Shapoorji Pallonji Joyville Gurugram,1,"4 BHK Apartment
3.1 Cr - 3.25 Cr",2180 SQ.FT,"₹ 3.25 Cr
i"
403945,Irish Platinum,1,"3 BHK Apartment
1.32 Cr - 1.83 Cr",1390 SQ.FT,₹ 1.32 Cr
403945,Irish Platinum,1,"3 BHK Apartment
1.32 Cr - 1.83 Cr",1690 SQ.FT,₹ 1.61 Cr
403945,Irish Platinum,1,"3 BHK Apartment
1.32 Cr - 1.83 Cr",1925 SQ.FT,₹ 1.83 Cr
403945,Irish Platinum,1,"4 BHK Apartment
2.05 Cr - 2.43 Cr",2150 SQ.FT,₹ 2.05 Cr
403945,Irish Platinum,1,"4 BHK Apartment
2.05 Cr - 2.43 Cr",2550 SQ.FT,₹ 2.43 Cr
405529,Navraj The Antalyas,1,"3 BHK Apartment
2.59 Cr - 2.94 Cr",2071 SQ.FT,₹ 2.59 Cr
405529,Navraj The Antalyas,1,"3 BHK Apartment
2.59 Cr - 2.94 Cr",2250 SQ.FT,₹ 2.81 Cr
405529,Navraj The Antalyas,1,"3 BHK Apartment
2.59 Cr - 2.94 Cr",2350 SQ.FT,₹ 2.94 Cr
405529,Navraj The Antalyas,1,"4 BHK Apartment
2.99 Cr - 3.19 Cr",2390 SQ.FT,₹ 2.99 Cr
405529,Navraj The Antalyas,1,"4 BHK Apartment
2.99 Cr - 3.19 Cr",2550 SQ.FT,₹ 3.19 Cr
405529,Navraj The Antalyas,1,"4 BHK Apartment
2.99 Cr - 3.19 Cr",2553 SQ.FT,₹ 3.19 Cr
402610,M3M Antalya Hills,1,"2 BHK Apartment
1.67 Cr",1235 SQ.FT,₹ 1.67 Cr
402610,M3M Antalya Hills,1,"2.5 BHK Apartment
1.54 Cr",1138 SQ.FT,₹ 1.54 Cr
402610,M3M Antalya Hills,1,"3 BHK Apartment
2.07 Cr",1534 SQ.FT,₹ 2.07 Cr
402610,M3M Antalya Hills,1,"3.5 BHK Apartment
2.05 Cr",1518 SQ.FT,₹ 2.05 Cr
7662,Paramount Golfforeste,1,"2.5 BHK Villa
1.48 Cr",1650 SQ.FT,₹ 1.48 Cr
7662,Paramount Golfforeste,1,"3 BHK Villa
1.3 Cr - 1.99 Cr",1450 SQ.FT,₹ 1.3 Cr
7662,Paramount Golfforeste,1,"3 BHK Villa
1.3 Cr - 1.99 Cr",1507 SQ.FT,₹ 1.35 Cr
7662,Paramount Golfforeste,1,"3 BHK Villa
1.3 Cr - 1.99 Cr",1650 SQ.FT,₹ 1.48 Cr
7662,Paramount Golfforeste,1,"3 BHK Villa
1.3 Cr - 1.99 Cr",1742 SQ.FT,₹ 1.56 Cr
7662,Paramount Golfforeste,1,"3 BHK Villa
1.3 Cr - 1.99 Cr",2185 SQ.FT,₹ 1.96 Cr
7662,Paramount Golfforeste,1,"3 BHK Villa
1.3 Cr - 1.99 Cr",2220 SQ.FT,₹ 1.99 Cr
7662,Paramount Golfforeste,1,"3.5 BHK Villa
1.23 Cr",1370 SQ.FT,₹ 1.23 Cr
7662,Paramount Golfforeste,1,"4 BHK Villa
2.19 Cr - 2.69 Cr",2452 SQ.FT,₹ 2.19 Cr
7662,Paramount Golfforeste,1,"4 BHK Villa
2.19 Cr - 2.69 Cr",2485 SQ.FT,₹ 2.22 Cr
7662,Paramount Golfforeste,1,"4 BHK Villa
2.19 Cr - 2.69 Cr",3008 SQ.FT,₹ 2.69 Cr
419936,Godrej Aristocrat,1,"3 BHK Apartment
4.38 Cr - 6.37 Cr",968 SQ.FT,₹ 4.38 Cr
419936,Godrej Aristocrat,1,"3 BHK Apartment
4.38 Cr - 6.37 Cr",1002 SQ.FT,₹ 4.53 Cr
419936,Godrej Aristocrat,1,"3 BHK Apartment
4.38 Cr - 6.37 Cr",1091 SQ.FT,₹ 4.94 Cr
419936,Godrej Aristocrat,1,"3 BHK Apartment
4.38 Cr - 6.37 Cr",1109 SQ.FT,₹ 5.02 Cr
419936,Godrej Aristocrat,1,"3 BHK Apartment
4.38 Cr - 6.37 Cr",1110 SQ.FT,₹ 5.02 Cr
419936,Godrej Aristocrat,1,"3 BHK Apartment
4.38 Cr - 6.37 Cr",1408 SQ.FT,₹ 6.37 Cr
419936,Godrej Aristocrat,1,"4 BHK Apartment
6.65 Cr - 7.93 Cr",1469 SQ.FT,₹ 6.65 Cr
419936,Godrej Aristocrat,1,"4 BHK Apartment
6.65 Cr - 7.93 Cr",1731 SQ.FT,₹ 7.84 Cr
419936,Godrej Aristocrat,1,"4 BHK Apartment
6.65 Cr - 7.93 Cr",1751 SQ.FT,₹ 7.93 Cr
370562,T and T Eutopia,1,"3 BHK Apartment
2.19 Cr - 2.39 Cr",1179 SQ.FT,₹ 2.19 Cr
370562,T and T Eutopia,1,"3 BHK Apartment
2.19 Cr - 2.39 Cr",1273 SQ.FT,₹ 2.39 Cr
370562,T and T Eutopia,1,"4 BHK Apartment
2.3 Cr - 2.65 Cr",1367 SQ.FT,₹ 2.3 Cr
370562,T and T Eutopia,1,"4 BHK Apartment
2.3 Cr - 2.65 Cr",1337 SQ.FT,₹ 2.39 Cr
370562,T and T Eutopia,1,"4 BHK Apartment
2.3 Cr - 2.65 Cr",1448 SQ.FT,₹ 2.65 Cr
427191,Ganga Anantam,1,"3 BHK Apartment
3.31 Cr - 3.59 Cr",2051 SQ.FT,₹ 3.31 Cr
427191,Ganga Anantam,1,"3 BHK Apartment
3.31 Cr - 3.59 Cr",2392 SQ.FT,₹ 3.59 Cr
427191,Ganga Anantam,1,"4 BHK Apartment
4.65 Cr",3101 SQ.FT,₹ 4.65 Cr
427906,Sobha Altus,1,"Studio Apartment
1.74 Cr - 1.93 Cr",678 SQ.FT,"₹ 1.74 Cr
i"
427906,Sobha Altus,1,"Studio Apartment
1.74 Cr - 1.93 Cr",735 SQ.FT,"₹ 1.88 Cr
i"
427906,Sobha Altus,1,"Studio Apartment
1.74 Cr - 1.93 Cr",755 SQ.FT,"₹ 1.93 Cr
i"
427906,Sobha Altus,1,"3 BHK Apartment
7.8 Cr - 9.06 Cr",3045 SQ.FT,"₹ 7.8 Cr
i"
427906,Sobha Altus,1,"3 BHK Apartment
7.8 Cr - 9.06 Cr",3138 SQ.FT,"₹ 8.04 Cr
i"
427906,Sobha Altus,1,"3 BHK Apartment
7.8 Cr - 9.06 Cr",3231 SQ.FT,"₹ 8.27 Cr
i"
427906,Sobha Altus,1,"3 BHK Apartment
7.8 Cr - 9.06 Cr",3299 SQ.FT,"₹ 8.45 Cr
i"
427906,Sobha Altus,1,"3 BHK Apartment
7.8 Cr - 9.06 Cr",3537 SQ.FT,"₹ 9.06 Cr
i"
427906,Sobha Altus,1,"4 BHK Apartment
7.35 Cr - 10.45 Cr",2870 SQ.FT,"₹ 7.35 Cr
i"
427906,Sobha Altus,1,"4 BHK Apartment
7.35 Cr - 10.45 Cr",3340 SQ.FT,"₹ 8.56 Cr
i"
427906,Sobha Altus,1,"4 BHK Apartment
7.35 Cr - 10.45 Cr",3915 SQ.FT,"₹ 10.02 Cr
i"
427906,Sobha Altus,1,"4 BHK Apartment
7.35 Cr - 10.45 Cr",4009 SQ.FT,"₹ 10.27 Cr
i"
427906,Sobha Altus,1,"4 BHK Apartment
7.35 Cr - 10.45 Cr",4078 SQ.FT,"₹ 10.45 Cr
i"
352441,Ramprastha Imperial Heights Phase 1,1,"3 BHK Apartment
1.6 Cr - 1.9 Cr",1495 SQ.FT,₹ 1.6 Cr
352441,Ramprastha Imperial Heights Phase 1,1,"3 BHK Apartment
1.6 Cr - 1.9 Cr",1715 SQ.FT,₹ 1.84 Cr
352441,Ramprastha Imperial Heights Phase 1,1,"3 BHK Apartment
1.6 Cr - 1.9 Cr",1780 SQ.FT,₹ 1.9 Cr
352441,Ramprastha Imperial Heights Phase 1,1,"4 BHK Apartment
2.59 Cr",2420 SQ.FT,₹ 2.59 Cr
6136,DLF The Skycourt,1,"3 BHK Apartment
2.25 Cr - 2.36 Cr",1846 SQ.FT,"₹ 2.25 Cr
i"
6136,DLF The Skycourt,1,"3 BHK Apartment
2.25 Cr - 2.36 Cr",1848 SQ.FT,"₹ 2.25 Cr
i"
6136,DLF The Skycourt,1,"3 BHK Apartment
2.25 Cr - 2.36 Cr",1862 SQ.FT,"₹ 2.27 Cr
i"
6136,DLF The Skycourt,1,"3 BHK Apartment
2.25 Cr - 2.36 Cr",1867 SQ.FT,"₹ 2.28 Cr
i"
6136,DLF The Skycourt,1,"3 BHK Apartment
2.25 Cr - 2.36 Cr",1900 SQ.FT,"₹ 2.32 Cr
i"
6136,DLF The Skycourt,1,"3 BHK Apartment
2.25 Cr - 2.36 Cr",1920 SQ.FT,"₹ 2.34 Cr
i"
6136,DLF The Skycourt,1,"3 BHK Apartment
2.25 Cr - 2.36 Cr",1923 SQ.FT,"₹ 2.35 Cr
i"
