XID,Phase,Unit Type,Unit Size,Area Type,Price,Possession Date
427906,4 BHK,2116 sq.ft,Super Area,4.65 Cr,Possession by Dec'31
427906,4 BHK,3044 sq.ft,Super Area,6.70 Cr,Possession by Dec'31
427906,4 BHK,3914 sq.ft,Super Area,8.61 Cr,Possession by Dec'31
10412,3 BHK,1109 sq.ft,Super Area,2.11 Cr,Possession by Dec'23
10412,3 BHK,1120 sq.ft,Super Area,2.12 Cr,Possession by Dec'23
10412,3 BHK,1122 sq.ft,Super Area,2.12 Cr,Possession by Dec'23
10412,3 BHK,1270 sq.ft,Super Area,2.41 Cr,Possession by Dec'23
10412,3 BHK,1725 sq.ft,Super Area,1.80 Cr,Possession by Dec'23
10412,3 BHK,1735 sq.ft,Super Area,1.80 Cr,Possession by Dec'23
10412,3 BHK,1815 sq.ft,Super Area,1.85 Cr,Possession by Dec'23
10412,3 BHK,1817 sq.ft,Super Area,1.82 Cr,Possession by Dec'23
10412,3 BHK,1825 sq.ft,Super Area,1.85 Cr,Possession by Dec'23
10412,3 BHK,1970 sq.ft,Super Area,2.05 Cr,Possession by Dec'23
10412,3 BHK,2000 sq.ft,Super Area,2 Cr,Possession by Dec'23
10412,3 BHK,2075 sq.ft,Super Area,2.15 Cr,Possession by Dec'23
10412,4 BHK,2505 sq.ft,Super Area,2.61 Cr,Possession by Dec'23
10412,4 BHK,3210 sq.ft,Super Area,3.34 Cr,Possession by Dec'23
2718,3 BHK,1693 sq.ft,Super Area,2.02 Cr,Possession by Jan'17
2718,3 BHK,1702 sq.ft,Super Area,2.03 Cr,Possession by Jan'17
2718,3 BHK,1703 sq.ft,Super Area,2.03 Cr,Possession by Jan'17
2718,3 BHK,1719 sq.ft,Super Area,2.05 Cr,Possession by Jan'17
2718,3 BHK,1720 sq.ft,Super Area,2.05 Cr,Possession by Jan'17
2718,3 BHK,1721 sq.ft,Super Area,2.05 Cr,Possession by Jan'17
2718,3 BHK,1726 sq.ft,Super Area,2.06 Cr,Possession by Jan'17
2718,3 BHK,1730 sq.ft,Super Area,2.07 Cr,Possession by Jan'17
2718,3 BHK,1744 sq.ft,Super Area,2.08 Cr,Possession by Jan'17
2718,3 BHK,1755 sq.ft,Super Area,2.10 Cr,Possession by Jan'17
2718,3 BHK,1818 sq.ft,Super Area,2.17 Cr,Possession by Jan'17
2718,4 BHK,2200 sq.ft,Super Area,2.63 Cr,Possession by Jan'17
2718,4 BHK,2215 sq.ft,Super Area,2.65 Cr,Possession by Jan'17
376177,3 BHK,1620 sq.ft,Super Area,2.30 Cr,Possession by Mar'23
376177,3 BHK,1650 sq.ft,Super Area,2.30 Cr,Possession by Mar'23
376177,3 BHK,1667 sq.ft,Super Area,2.30 Cr,Possession by Mar'23
376177,3 BHK,1680 sq.ft,Super Area,2.30 Cr,Possession by Mar'23
376177,3 BHK,1685 sq.ft,Super Area,2.30 Cr,Possession by Mar'23
376177,3 BHK,1690 sq.ft,Super Area,2.30 Cr,Possession by Mar'23
376177,3 BHK,1789 sq.ft,Super Area,1.70 Cr,Possession by Mar'23
376177,3 BHK,1800 sq.ft,Super Area,1.68 Cr,Possession by Mar'23
376177,3 BHK,1900 sq.ft,Super Area,2.30 Cr,Possession by Mar'23
376177,4 BHK,2100 sq.ft,Super Area,2 Cr,Possession by Mar'23
376177,4 BHK,2150 sq.ft,Super Area,2.35 Cr,Possession by Mar'23
376177,4 BHK,2200 sq.ft,Super Area,2.09 Cr,Possession by Mar'23
376177,4 BHK,2249 sq.ft,Super Area,2.70 Cr,Possession by Mar'23
376177,4 BHK,2250 sq.ft,Super Area,2.30 Cr,Possession by Mar'23
376177,4 BHK,2295 sq.ft,Super Area,2.90 Cr,Possession by Mar'23
376177,4 BHK,2300 sq.ft,Super Area,2.19 Cr,Possession by Mar'23
376177,4 BHK,2340 sq.ft,Super Area,2.90 Cr,Possession by Mar'23
376177,4 BHK,2364 sq.ft,Super Area,2.25 Cr,Possession by Mar'23
376177,4 BHK,2400 sq.ft,Super Area,2.90 Cr,Possession by Mar'23
376177,4 BHK,2420 sq.ft,Super Area,2.30 Cr,Possession by Mar'23
376177,4 BHK,2430 sq.ft,Super Area,2.27 Cr,Possession by Mar'23
376177,4 BHK,2500 sq.ft,Super Area,2.90 Cr,Possession by Mar'23
376177,4 BHK,2511 sq.ft,Super Area,2.35 Cr,Possession by Mar'23
376177,4 BHK,2538 sq.ft,Super Area,2.38 Cr,Possession by Mar'23
376177,4 BHK,2547 sq.ft,Super Area,2.35 Cr,Possession by Mar'23
376177,4 BHK,2610 sq.ft,Super Area,2.48 Cr,Possession by Mar'23
376177,4 BHK,2626 sq.ft,Super Area,3.20 Cr,Possession by Mar'23
376177,4 BHK,2699 sq.ft,Super Area,2.90 Cr,Possession by Mar'23
376177,4 BHK,2700 sq.ft,Super Area,2.70 Cr,Possession by Mar'23
376177,4 BHK,2864 sq.ft,Super Area,2.90 Cr,Possession by Mar'23
376177,4 BHK,2993 sq.ft,Super Area,3.30 Cr,Possession by Mar'23
376177,4 BHK,3024 sq.ft,Super Area,3.30 Cr,Possession by Mar'23
376177,4 BHK,3150 sq.ft,Super Area,2.95 Cr,Possession by Mar'23
376177,4 BHK,3158 sq.ft,Super Area,3.30 Cr,Possession by Mar'23
376177,4 BHK,3446 sq.ft,Super Area,3.35 Cr,Possession by Mar'23
376177,4 BHK,3480 sq.ft,Super Area,3.35 Cr,Possession by Mar'23
376177,4 BHK,3500 sq.ft,Super Area,3.33 Cr,Possession by Mar'23
376177,4 BHK,3699 sq.ft,Super Area,3.46 Cr,Possession by Mar'23
376177,4 BHK,4725 sq.ft,Super Area,4.42 Cr,Possession by Mar'23
26134,Residential plot,1080 sq.ft,Super Area,2.64 Cr,Possession by Jan'13
26134,Residential plot,1557 sq.ft,Super Area,4.10 Cr,Possession by Jan'13
26134,Residential plot,1620 sq.ft,Super Area,3.59 Cr,Possession by Jan'13
26134,Residential plot,1629 sq.ft,Super Area,4.34 Cr,Possession by Jan'13
26134,Residential plot,1683 sq.ft,Super Area,3.73 Cr,Possession by Jan'13
26134,Residential plot,1701 sq.ft,Super Area,4.72 Cr,Possession by Jan'13
26134,Residential plot,1710 sq.ft,Super Area,3.79 Cr,Possession by Jan'13
26134,Residential plot,1773 sq.ft,Super Area,4.92 Cr,Possession by Jan'13
26134,Residential plot,1800 sq.ft,Super Area,3.99 Cr,Possession by Jan'13
26134,Residential plot,1827 sq.ft,Super Area,5.07 Cr,Possession by Jan'13
26134,Residential plot,1854 sq.ft,Super Area,5.15 Cr,Possession by Jan'13
26134,Residential plot,2025 sq.ft,Super Area,4.49 Cr,Possession by Jan'13
26134,Residential plot,2205 sq.ft,Super Area,4.89 Cr,Possession by Jan'13
26134,Residential plot,2250 sq.ft,Super Area,4.99 Cr,Possession by Jan'13
26134,Residential plot,2259 sq.ft,Super Area,6.27 Cr,Possession by Jan'13
26134,Residential plot,2295 sq.ft,Super Area,6.37 Cr,Possession by Jan'13
26134,Residential plot,2448 sq.ft,Super Area,5.43 Cr,Possession by Jan'13
26134,Residential plot,2655 sq.ft,Super Area,5.89 Cr,Possession by Jan'13
26134,Residential plot,2700 sq.ft,Super Area,5.99 Cr,Possession by Jan'13
26134,Residential plot,2718 sq.ft,Super Area,7.55 Cr,Possession by Jan'13
26134,Residential plot,2727 sq.ft,Super Area,6.05 Cr,Possession by Jan'13
26134,Residential plot,2952 sq.ft,Super Area,8.20 Cr,Possession by Jan'13
26134,Residential plot,3600 sq.ft,Super Area,7.99 Cr,Possession by Jan'13
26134,Residential plot,4230 sq.ft,Super Area,9.38 Cr,Possession by Jan'13
26134,Residential plot,4455 sq.ft,Super Area,9.88 Cr,Possession by Jan'13
26134,Residential plot,4860 sq.ft,Super Area,10.78 Cr,Possession by Jan'13
26134,Residential plot,5130 sq.ft,Super Area,14.25 Cr,Possession by Jan'13
5456,3 BHK,2450 sq.ft,Super Area,3.31 Cr,Possession by Aug'23
5456,2 BHK,1550 sq.ft,Super Area,2 Cr,Possession by Aug'23
5456,2 BHK,1700 sq.ft,Super Area,2.30 Cr,Possession by Aug'23
146207,3 BHK,1965 sq.ft,Super Area,2.35 Cr,Possession by Jun'26
146207,3 BHK,2475 sq.ft,Super Area,4.08 Cr,Possession by Jun'26
146207,3 BHK,2675 sq.ft,Super Area,4.41 Cr,Possession by Jun'26
146207,3 BHK,3028 sq.ft,Super Area,4.99 Cr,Possession by Jun'26
146207,3 BHK,3063 sq.ft,Super Area,5.05 Cr,Possession by Jun'26
146207,4 BHK,2676 sq.ft,Super Area,3.21 Cr,Possession by Jun'26
146207,4 BHK,3210 sq.ft,Super Area,3.85 Cr,Possession by Jun'26
146207,4 BHK,3606 sq.ft,Super Area,5.95 Cr,Possession by Jun'26
146207,4 BHK,3635 sq.ft,Super Area,4.36 Cr,Possession by Jun'26
396809,3 BHK,1000 sq.ft,Super Area,2.32 Cr,Possession by Jan'27
396809,3 BHK,1205 sq.ft,Super Area,2.79 Cr,Possession by Jan'27
396809,4 BHK,1408 sq.ft,Super Area,3.26 Cr,Possession by Jan'27
421404,3 BHK,2000 sq.ft,Super Area,1.34 Cr,Possession by Mar'27
421404,3 BHK,2095 sq.ft,Super Area,1.40 Cr,Possession by Mar'27
421404,4 BHK,2650 sq.ft,Super Area,1.77 Cr,Possession by Mar'27
421404,4 BHK,2895 sq.ft,Super Area,1.93 Cr,Possession by Mar'27
423388,3 BHK,1586 sq.ft,Super Area,4.18 Cr,Possession by Mar'32
423388,3 BHK,2282 sq.ft,Super Area,4.18 Cr,Possession by Mar'32
423388,3 BHK,2380 sq.ft,Super Area,4.74 Cr,Possession by Mar'32
423388,3 BHK,2440 sq.ft,Super Area,4.64 Cr,Possession by Mar'32
423388,3 BHK,2489 sq.ft,Super Area,4.84 Cr,Possession by Mar'32
423388,3 BHK,3475 sq.ft,Super Area,6.95 Cr,Possession by Mar'32
423388,5 BHK,1755 sq.ft,Super Area,4.64 Cr,Possession by Mar'32
423388,4 BHK,1682 sq.ft,Super Area,4.79 Cr,Possession by Mar'32
423388,4 BHK,2390 sq.ft,Super Area,7.30 Cr,Possession by Mar'32
423388,4 BHK,2475 sq.ft,Super Area,4.81 Cr,Possession by Mar'32
423388,4 BHK,2488 sq.ft,Super Area,4.84 Cr,Possession by Mar'32
423388,4 BHK,3475 sq.ft,Super Area,6.95 Cr,Possession by Mar'32
423473,4 BHK,3710 sq.ft,Super Area,7.56 Cr,Possession by Mar'30
423473,4 BHK,3763 sq.ft,Super Area,7.14 Cr,Possession by Mar'30
423473,4 BHK,4781 sq.ft,Super Area,10.04 Cr,Possession by Mar'30
265503,3 BHK,1573 sq.ft,Super Area,2.28 Cr,Possession by Dec'22
265503,3 BHK,2217 sq.ft,Super Area,3.21 Cr,Possession by Dec'22
265503,2 BHK,1276 sq.ft,Super Area,1.85 Cr,Possession by Dec'22
265503,2 BHK,1330 sq.ft,Super Area,1.92 Cr,Possession by Dec'22
302889,3 BHK,1385 sq.ft,Super Area,1.60 Cr,Possession by Oct'25
302889,3 BHK,1625 sq.ft,Super Area,1.88 Cr,Possession by Oct'25
302889,2 BHK,1165 sq.ft,Super Area,1.35 Cr,Possession by Oct'25
123483,3 BHK,1565 sq.ft,Super Area,1.48 Cr,Possession by Oct'23
123483,3 BHK,1590 sq.ft,Super Area,1.62 Cr,Possession by Oct'23
123483,3 BHK,3712 sq.ft,Super Area,8.95 Cr,Possession by Oct'23
123483,2 BHK,995 sq.ft,Super Area,94.5 Lac,Possession by Oct'23
123483,2 BHK,1050 sq.ft,Super Area,99.8 Lac,Possession by Oct'23
123483,2 BHK,1075 sq.ft,Super Area,1.09 Cr,Possession by Oct'23
123483,2 BHK,1245 sq.ft,Super Area,1.18 Cr,Possession by Oct'23
123483,4 BHK,1875 sq.ft,Super Area,1.91 Cr,Possession by Oct'23
123483,4 BHK,1895 sq.ft,Super Area,1.80 Cr,Possession by Oct'23
5832,3 BHK,1225 sq.ft,Super Area,1.38 Cr,Possession by May'25
5832,3 BHK,1250 sq.ft,Super Area,1.33 Cr,Possession by May'25
5832,3 BHK,1270 sq.ft,Super Area,1.43 Cr,Possession by May'25
5832,3 BHK,1385 sq.ft,Super Area,1.48 Cr,Possession by May'25
5832,3 BHK,1535 sq.ft,Super Area,1.37 Cr,Possession by May'25
5832,3 BHK,1645 sq.ft,Super Area,1.76 Cr,Possession by May'25
5832,3 BHK,1897 sq.ft,Super Area,2.02 Cr,Possession by May'25
5832,2 BHK,995 sq.ft,Super Area,1.12 Cr,Possession by May'25
12900,3 BHK,1350 sq.ft,Super Area,1.08 Cr,Possession by Jun'21
12900,3 BHK,1545 sq.ft,Super Area,1.23 Cr,Possession by Jun'21
12900,4 BHK,2010 sq.ft,Super Area,1.61 Cr,Possession by Jun'21
422426,3 BHK,1676 sq.ft,Super Area,2.35 Cr,Possession by Mar'31
422426,3 BHK,1700 sq.ft,Super Area,2.63 Cr,Possession by Mar'31
422426,3 BHK,1920 sq.ft,Super Area,2.69 Cr,Possession by Mar'31
422426,3 BHK,2211 sq.ft,Super Area,3.11 Cr,Possession by Mar'31
422426,3 BHK,2350 sq.ft,Super Area,3.64 Cr,Possession by Mar'31
422426,3 BHK,2357 sq.ft,Super Area,3.30 Cr,Possession by Mar'31
422426,2 BHK,1085 sq.ft,Super Area,1.68 Cr,Possession by Mar'31
422426,2 BHK,1259 sq.ft,Super Area,1.76 Cr,Possession by Mar'31
422426,2 BHK,1260 sq.ft,Super Area,1.95 Cr,Possession by Mar'31
422426,4 BHK,1930 sq.ft,Super Area,2.99 Cr,Possession by Mar'31
422426,4 BHK,2433 sq.ft,Super Area,3.41 Cr,Possession by Mar'31
422426,4 BHK,2434 sq.ft,Super Area,3.77 Cr,Possession by Mar'31
422426,4 BHK,2678 sq.ft,Super Area,3.76 Cr,Possession by Mar'31
422426,4 BHK,2688 sq.ft,Super Area,4.16 Cr,Possession by Mar'31
422426,4 BHK,3221 sq.ft,Super Area,4.99 Cr,Possession by Mar'31
49320,3 BHK,1330 sq.ft,Super Area,86.5 Lac,Possession by Dec'26
49320,3 BHK,1450 sq.ft,Super Area,95.7 Lac,Possession by Dec'26
49320,2 BHK,995 sq.ft,Super Area,65.7 Lac,Possession by Dec'26
10356,3 BHK,1405 sq.ft,Super Area,88.1 Lac,Possession by Mar'23
10356,2 BHK,790 sq.ft,Super Area,49.5 Lac,Possession by Mar'23
10356,2 BHK,920 sq.ft,Super Area,57.7 Lac,Possession by Mar'23
10356,2 BHK,1045 sq.ft,Super Area,65.5 Lac,Possession by Mar'23
433317,3 BHK,2611 sq.ft,Super Area,4.96 Cr,Possession by Aug'30
433317,3 BHK,2802 sq.ft,Super Area,5.32 Cr,Possession by Aug'30
433317,3 BHK,2844 sq.ft,Super Area,5.40 Cr,Possession by Aug'30
433317,4 BHK,3531 sq.ft,Super Area,6.70 Cr,Possession by Aug'30
333369,3 BHK,2567 sq.ft,Super Area,5.25 Cr,Possession by Mar'24
333369,3 BHK,2588 sq.ft,Super Area,5.30 Cr,Possession by Mar'24
333369,2 BHK,1508 sq.ft,Super Area,3.08 Cr,Possession by Mar'24
1350,1,BHK Flat 225 sq.ft,Area Not Available,"₹ 27 Lac
₹23.4K EMI",Ready to Move
1350,3,BHK Flat 2200 sq.ft,Area Not Available,"₹ 3.80 Cr
₹3.3 lakh EMI",Ready to Move
1350,3,BHK Flat 1700 sq.ft,Area Not Available,"₹ 3.10 Cr
₹2.69 lakh EMI",Ready to Move
1350,,Size Not Available,Area Not Available,,
1350,,Size Not Available,Area Not Available,,
1350,,Size Not Available,Area Not Available,,
1350,,Size Not Available,Area Not Available,,
1350,,Size Not Available,Area Not Available,,
1350,,Size Not Available,Area Not Available,,
1350,,Size Not Available,Area Not Available,,
404772,3 BHK,2129 sq.ft,Super Area,3.83 Cr,Possession by Mar'26
404772,3 BHK,2333 sq.ft,Super Area,4.20 Cr,Possession by Mar'26
404772,3 BHK,2129 sq.ft,Super Area,3.39 Cr,Possession by Mar'26
432550,3 BHK,2850 sq.ft,Super Area,5.84 Cr,Possession by Jul'28
432550,3 BHK,2858 sq.ft,Super Area,5.85 Cr,Possession by Jul'28
432550,3 BHK,2945 sq.ft,Super Area,6.03 Cr,Possession by Jul'28
432550,3 BHK,2950 sq.ft,Super Area,6.04 Cr,Possession by Jul'28
432550,4 BHK,3883 sq.ft,Super Area,7.96 Cr,Possession by Jul'28
432550,4 BHK,3900 sq.ft,Super Area,7.99 Cr,Possession by Jul'28
10412,3 BHK,1109 sq.ft,Super Area,2.11 Cr,Possession by Dec'23
10412,3 BHK,1120 sq.ft,Super Area,2.12 Cr,Possession by Dec'23
10412,3 BHK,1122 sq.ft,Super Area,2.12 Cr,Possession by Dec'23
10412,3 BHK,1270 sq.ft,Super Area,2.41 Cr,Possession by Dec'23
10412,3 BHK,1725 sq.ft,Super Area,1.80 Cr,Possession by Dec'23
10412,3 BHK,1735 sq.ft,Super Area,1.80 Cr,Possession by Dec'23
10412,3 BHK,1815 sq.ft,Super Area,1.85 Cr,Possession by Dec'23
10412,3 BHK,1817 sq.ft,Super Area,1.82 Cr,Possession by Dec'23
10412,3 BHK,1825 sq.ft,Super Area,1.85 Cr,Possession by Dec'23
10412,3 BHK,1970 sq.ft,Super Area,2.05 Cr,Possession by Dec'23
10412,3 BHK,2000 sq.ft,Super Area,2 Cr,Possession by Dec'23
10412,3 BHK,2075 sq.ft,Super Area,2.15 Cr,Possession by Dec'23
10412,4 BHK,2505 sq.ft,Super Area,2.61 Cr,Possession by Dec'23
10412,4 BHK,3210 sq.ft,Super Area,3.34 Cr,Possession by Dec'23
425033,3 BHK,1565 sq.ft,Super Area,1.71 Cr,Possession by Dec'28
425033,3 BHK,1700 sq.ft,Super Area,1.69 Cr,Possession by Dec'28
425033,3 BHK,1770 sq.ft,Super Area,1.77 Cr,Possession by Dec'28
425033,3 BHK,2395 sq.ft,Super Area,2.39 Cr,Possession by Dec'28
425033,4 BHK,3025 sq.ft,Super Area,3 Cr,Possession by Dec'28
430588,3 BHK,1720 sq.ft,Super Area,2.27 Cr,Possession by May'29
430588,3 BHK,1975 sq.ft,Super Area,2.62 Cr,Possession by May'29
430588,3 BHK,2245 sq.ft,Super Area,3.02 Cr,Possession by May'29
430588,3 BHK,2295 sq.ft,Super Area,3.08 Cr,Possession by May'29
426316,2 BHK,630 sq.ft,Super Area,65.5 Lac,Possession by Dec'27
426316,2 BHK,640 sq.ft,Super Area,66.5 Lac,Possession by Dec'27
426316,2 BHK,645 sq.ft,Super Area,67 Lac,Possession by Dec'27
426316,2 BHK,670 sq.ft,Super Area,70 Lac,Possession by Dec'27
426316,2 BHK,680 sq.ft,Super Area,71 Lac,Possession by Dec'27
426316,2 BHK,690 sq.ft,Super Area,71.5 Lac,Possession by Dec'27
426316,1 BHK,430 sq.ft,Super Area,46 Lac,Possession by Dec'27
426316,1 BHK,440 sq.ft,Super Area,46.5 Lac,Possession by Dec'27
426316,1 BHK,450 sq.ft,Super Area,47 Lac,Possession by Dec'27
426316,1 BHK,485 sq.ft,Super Area,49 Lac,Possession by Dec'27
252701,1,BHK Flat 800 sq.ft,Area Not Available,Call for Price,
252701,2,BHK Flat 1100 sq.ft,Area Not Available,Call for Price,
252701,2,BHK Flat 752 sq.ft,Area Not Available,Call for Price,
433849,2,BHK Flat 1155 sq.ft,Area Not Available,"₹ 1.66 Cr
₹1.44 lakh EMI",Under Construction
62235,3 BHK,2985 sq.ft,Super Area,6.96 Cr,Possession by Mar'20
62235,3 BHK,3000 sq.ft,Super Area,7 Cr,Possession by Mar'20
62235,3 BHK,3015 sq.ft,Super Area,7.03 Cr,Possession by Mar'20
62235,3 BHK,3020 sq.ft,Super Area,7.04 Cr,Possession by Mar'20
62235,3 BHK,3025 sq.ft,Super Area,7.05 Cr,Possession by Mar'20
62235,3 BHK,3050 sq.ft,Super Area,7.11 Cr,Possession by Mar'20
62235,3 BHK,3100 sq.ft,Super Area,7.23 Cr,Possession by Mar'20
62235,3 BHK,3106 sq.ft,Super Area,7.24 Cr,Possession by Mar'20
62235,3 BHK,3200 sq.ft,Super Area,7.46 Cr,Possession by Mar'20
62235,5 BHK,3625 sq.ft,Super Area,8.45 Cr,Possession by Mar'20
62235,5 BHK,6085 sq.ft,Super Area,14.19 Cr,Possession by Mar'20
62235,4 BHK,3637 sq.ft,Super Area,8.48 Cr,Possession by Mar'20
327273,5 BHK,6570 sq.ft,Super Area,16.50 Cr,Possession by Jun'24
327273,4 BHK,3501 sq.ft,Super Area,8 Cr,Possession by Jun'24
327273,4 BHK,4482 sq.ft,Super Area,9.50 Cr,Possession by Jun'24
404068,3 BHK,1605 sq.ft,Super Area,3.19 Cr,Possession by Jan'28
404068,3 BHK,1665 sq.ft,Super Area,3.21 Cr,Possession by Jan'28
404068,3 BHK,1825 sq.ft,Super Area,3.63 Cr,Possession by Jan'28
404068,3 BHK,1868 sq.ft,Super Area,3.71 Cr,Possession by Jan'28
404068,3 BHK,1895 sq.ft,Super Area,3.77 Cr,Possession by Jan'28
404068,3 BHK,2080 sq.ft,Super Area,4.13 Cr,Possession by Jan'28
404068,3 BHK,2170 sq.ft,Super Area,4.31 Cr,Possession by Jan'28
404068,3 BHK,2670 sq.ft,Super Area,5 Cr,Possession by Jan'28
404068,4 BHK,2305 sq.ft,Super Area,4.58 Cr,Possession by Jan'28
404068,4 BHK,2400 sq.ft,Super Area,4.61 Cr,Possession by Jan'28
404068,4 BHK,2670 sq.ft,Super Area,4.80 Cr,Possession by Jan'28
424568,3 BHK,1745 sq.ft,Super Area,1.25 Cr,Possession by Dec'26
424568,3 BHK,2403 sq.ft,Super Area,1.33 Cr,Possession by Dec'26
424568,2 BHK,1340 sq.ft,Super Area,99 Lac,Possession by Dec'26
424568,2 BHK,1408 sq.ft,Super Area,1.05 Cr,Possession by Dec'26
424568,2 BHK,1835 sq.ft,Super Area,1.08 Cr,Possession by Dec'26
424568,2 BHK,1939 sq.ft,Super Area,1.11 Cr,Possession by Dec'26
8130,3 BHK,1710 sq.ft,Super Area,1.55 Cr,Possession by Dec'15
8130,2 BHK,1225 sq.ft,Super Area,1.35 Cr,Possession by Dec'15
8130,2 BHK,1265 sq.ft,Super Area,1.38 Cr,Possession by Dec'15
8590,2,BHK Flat 1000 sq.ft,Area Not Available,"₹ 59.5 Lac
₹51.6K EMI",Ready to Move
8590,1,BHK Flat 750 sq.ft,Area Not Available,"₹ 45 Lac
₹39.1K EMI",Ready to Move
8590,2,BHK Flat 1090 sq.ft,Area Not Available,"₹ 1 Cr
₹86.8K EMI",Under Construction
8590,,Size Not Available,Area Not Available,,
18410,Residential plot,1620 sq.ft,Super Area,3.56 Cr,Possession by Aug'19
18410,Residential plot,1629 sq.ft,Super Area,3.34 Cr,Possession by Aug'19
18410,Residential plot,1935 sq.ft,Super Area,4.62 Cr,Possession by Aug'19
18410,Residential plot,2088 sq.ft,Super Area,4.40 Cr,Possession by Aug'19
18410,Residential plot,2259 sq.ft,Super Area,4.96 Cr,Possession by Aug'19
18410,Residential plot,3231 sq.ft,Super Area,6.28 Cr,Possession by Aug'19
18410,Residential plot,4059 sq.ft,Super Area,8.34 Cr,Possession by Aug'19
18410,Residential plot,4968 sq.ft,Super Area,8.83 Cr,Possession by Aug'19
18410,Residential plot,5274 sq.ft,Super Area,11.60 Cr,Possession by Aug'19
18410,Residential plot,6858 sq.ft,Super Area,9.90 Cr,Possession by Aug'19
18410,Residential plot,9000 sq.ft,Super Area,11.50 Cr,Possession by Aug'19
320141,3 BHK,1829 sq.ft,Super Area,2.55 Cr,Possession by Sep'23
320141,3 BHK,2129 sq.ft,Super Area,2.90 Cr,Possession by Sep'23
320141,3 BHK,2200 sq.ft,Super Area,2.80 Cr,Possession by Sep'23
320141,3 BHK,2599 sq.ft,Super Area,Price Not Available,Possession by Sep'23
320141,2 BHK,1400 sq.ft,Super Area,1.85 Cr,Possession by Sep'23
320141,2 BHK,1600 sq.ft,Super Area,1.90 Cr,Possession by Sep'23
320141,4 BHK,2628 sq.ft,Super Area,3.30 Cr,Possession by Sep'23
379657,3 BHK,1095 sq.ft,Super Area,1.32 Cr,Possession by Dec'23
379657,2 BHK,955 sq.ft,Super Area,1.10 Cr,Possession by Dec'23
379657,3 BHK,1100 sq.ft,Super Area,1.15 Cr,Possession by Dec'23
379657,3 BHK,1190 sq.ft,Super Area,1.24 Cr,Possession by Dec'23
379657,2 BHK,960 sq.ft,Super Area,1 Cr,Possession by Dec'23
379657,2 BHK,1010 sq.ft,Super Area,1.06 Cr,Possession by Dec'23
379657,2 BHK,1050 sq.ft,Super Area,1.10 Cr,Possession by Dec'23
297055,3 BHK,1200 sq.ft,Super Area,1.71 Cr,Possession by Jan'28
297055,3 BHK,1406 sq.ft,Super Area,1.99 Cr,Possession by Jan'28
297055,3 BHK,1557 sq.ft,Super Area,2.02 Cr,Possession by Jan'28
297055,3 BHK,1640 sq.ft,Super Area,1.80 Cr,Possession by Jan'28
297055,3 BHK,1671 sq.ft,Super Area,2.35 Cr,Possession by Jan'28
297055,3 BHK,1929 sq.ft,Super Area,2.86 Cr,Possession by Jan'28
297055,3 BHK,1996 sq.ft,Super Area,2.96 Cr,Possession by Jan'28
297055,2 BHK,1385 sq.ft,Super Area,1.78 Cr,Possession by Jan'28
297055,2 BHK,1528 sq.ft,Super Area,1.97 Cr,Possession by Jan'28
15378,2 BHK,1000 sq.ft,Super Area,73.5 Lac,Possession by Jul'24
15378,2 BHK,1012 sq.ft,Super Area,77.9 Lac,Possession by Jul'24
15378,1 BHK,665 sq.ft,Super Area,50 Lac,Possession by Jul'24
318679,3 BHK,1359 sq.ft,Super Area,1.67 Cr,Possession by Feb'25
318679,3 BHK,1689 sq.ft,Super Area,2.07 Cr,Possession by Feb'25
318679,2 BHK,1099 sq.ft,Super Area,1.35 Cr,Possession by Feb'25
403847,Residential plot,981 sq.ft,Super Area,85 Lac,Possession by Aug'27
403847,Residential plot,1062 sq.ft,Super Area,92 Lac,Possession by Aug'27
403847,Residential plot,1080 sq.ft,Super Area,93.6 Lac,Possession by Aug'27
403847,Residential plot,1143 sq.ft,Super Area,99.1 Lac,Possession by Aug'27
403847,Residential plot,1152 sq.ft,Super Area,76.8 Lac,Possession by Aug'27
403847,Residential plot,1170 sq.ft,Super Area,1.01 Cr,Possession by Aug'27
403847,Residential plot,1278 sq.ft,Super Area,1.10 Cr,Possession by Aug'27
403847,Residential plot,1350 sq.ft,Super Area,1.17 Cr,Possession by Aug'27
403847,Residential plot,1422 sq.ft,Super Area,1.23 Cr,Possession by Aug'27
153,3 BHK,1602 sq.ft,Super Area,80 Lac,Possession by Aug'16
153,2 BHK,1279 sq.ft,Super Area,60 Lac,Possession by Aug'16
153,4 BHK,2141 sq.ft,Super Area,1.28 Cr,Possession by Aug'16
294215,3 BHK,950 sq.ft,Super Area,1.22 Cr,Possession by Dec'30
294215,2 BHK,664 sq.ft,Super Area,85.9 Lac,Possession by Dec'30
294215,2 BHK,732 sq.ft,Super Area,94.7 Lac,Possession by Dec'30
391580,4 BHK,2430 sq.ft,Super Area,5.90 Cr,Possession by Dec'25
391580,4 BHK,3240 sq.ft,Super Area,7.87 Cr,Possession by Dec'25
391580,4 BHK,4500 sq.ft,Super Area,10.93 Cr,Possession by Dec'25
399000,Residential plot,1080 sq.ft,Super Area,1.90 Cr,Possession by Dec'26
399000,Residential plot,1085 sq.ft,Super Area,1.95 Cr,Possession by Dec'26
399000,Residential plot,1206 sq.ft,Super Area,2.14 Cr,Possession by Dec'26
399000,Residential plot,1211 sq.ft,Super Area,2.17 Cr,Possession by Dec'26
399000,Residential plot,1239 sq.ft,Super Area,2.23 Cr,Possession by Dec'26
